,The Picture of Dorian Gray,The Prince,The Republic,The Problems of Philosophy,Second Treatise of Government,Beyond Good and Evil,Siddhartha,The Communist Manifesto,On Liberty,Democracy and Education: An Introduction to the Philosophy of Education,The Poetics of Aristotle,The Consolation of Philosophy,Ethics,The Antichrist,Discourse on the Method of Rightly Conducting One's Reason and of Seeking Truth in the Sciences,Nature,A Treatise of Human Nature,Symposium,An Enquiry Concerning Human Understanding,The World as Will and Idea (Vol. 1 of 3),The Elementary Forms of the Religious Life,Utilitarianism,"The Will to Believe, and Other Essays in Popular Philosophy","The Twilight of the Idols; or, How to Philosophize with the Hammer. The Antichrist: Complete Works, Volume Sixteen",The inequality of human races
nurse,0.0,0.0,0.0003309762212110822,0.0,0.0,0.0,0.0005592406917006236,0.0,0.0,0.0,0.0002818700672720611,0.00033008246508664936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fearful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0003482154634140639,0.0,0.00030703655290719405,0.0,0.0,0.0,0.0,0.0
durable,0.0,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003072811387920421,0.0,0.0,0.0,0.0,0.0,0.0
immortality,0.0002624882405441523,0.0,0.0003309762212110822,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005738648687960849,0.0,0.0020892927804843833,0.0,0.00030703655290719405,0.0,0.0,0.0004135603585545568,0.0,0.0
curriculum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037348338414851804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inversion,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027712777094046967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grace,0.0002624882405441523,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007921745137777179,0.0011477297375921697,0.0,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parchment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030703655290719405,0.0,0.0,0.0,0.0,0.0
remnants,0.0,0.0,0.0006619524424221644,0.0,0.0,0.0,0.0,0.00032028214474532355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
retract,0.0,0.0,0.0,0.0,0.00028095827284930184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030703655290719405,0.0,0.0,0.0,0.0,0.0
drama,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002254960538176489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
owners,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agitator,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0006405642894906471,0.0,0.0,0.0002818700672720611,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0006145622775840842,0.0,0.0,0.0,0.0002067801792772784,0.0,0.0
theodorus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002818700672720611,0.00033008246508664936,0.0,0.00048731078782823984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rites,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003482154634140639,0.0,0.0,0.003457429566919953,0.0,0.0,0.0,0.000223917592738945
mental,0.0,0.00029030823626843263,0.0,0.005745786270193493,0.0,0.0,0.0,0.0,0.0009716284370506306,0.0033613504573366624,0.0,0.00016504123254332468,0.0,0.00024365539391411992,0.0,0.00028693243439804244,0.00027712777094046967,0.0,0.0006145622775840842,0.00030703655290719405,0.001202584197189549,0.0026674530098085582,0.001033900896386392,0.0,0.0
prætorian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000223917592738945
blather,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clincher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002067801792772784,0.0,0.0
purely,0.0005249764810883046,0.0,0.0,0.0003591116418870933,0.00028095827284930184,0.0006048486516195553,0.0,0.0006405642894906471,0.00032387614568354353,0.001120450152445554,0.0002818700672720611,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.00030703655290719405,0.0004509690739460808,0.0,0.0002067801792772784,0.0002282127461375083,0.000223917592738945
anticipates,0.0,0.0,0.0006619524424221644,0.0,0.0,0.0,0.0002796203458503118,0.0,0.00032387614568354353,0.0,0.0,0.0,0.0,0.0,0.001188261770666577,0.0,0.0,0.0010446463902421916,0.0003072811387920421,0.00030703655290719405,0.0,0.0,0.0,0.0,0.0
frag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prosper,0.0,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008456102018161833,0.00016504123254332468,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0003072811387920421,0.0006140731058143881,0.0,0.0007621294313738739,0.0,0.0,0.000671752778216835
sansara,0.0,0.0,0.0,0.0,0.0,0.0,0.0002796203458503118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
impressive,0.0005249764810883046,0.00029030823626843263,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.00032387614568354353,0.0,0.0008456102018161833,0.0,0.0,0.0,0.0,0.002582391909582382,0.022170221675237575,0.0,0.003994654804296547,0.00030703655290719405,0.000751615123243468,0.0,0.0002067801792772784,0.0,0.0
agent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032387614568354353,0.00037348338414851804,0.0,0.0,0.0,0.00048731078782823984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022863882941216215,0.0,0.0,0.000223917592738945
abolishes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002882539302707912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009128509845500332,0.0
backstairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
platonic,0.0,0.0,0.0023168335484775753,0.0,0.0,0.0015121216290488882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0006964309268281278,0.0,0.00030703655290719405,0.0,0.0,0.0,0.0,0.0
school,0.000787464721632457,0.0,0.0003309762212110822,0.0003591116418870933,0.0,0.0003024243258097776,0.0,0.0016014107237266179,0.00032387614568354353,0.008963601219564432,0.0,0.0,0.0,0.00024365539391411992,0.0015843490275554359,0.00028693243439804244,0.00027712777094046967,0.0006964309268281278,0.0003072811387920421,0.0006140731058143881,0.00030064604929738725,0.0015242588627477477,0.0008271207171091136,0.0002282127461375083,0.00044783518547789
presentation,0.0010499529621766093,0.0017418494176105958,0.0006619524424221644,0.0025137814932096533,0.0014047913642465091,0.0039315162355271095,0.0008388610375509353,0.003523103592198559,0.0022671330197848046,0.0018674169207425902,0.0014093503363603055,0.0008252061627166234,0.0002428270781668349,0.0014619323634847195,0.00396087256888859,0.0028693243439804244,0.0047111721059879845,0.002437508243898447,0.003380092526712463,0.004912584846515105,0.0021045223450817108,0.004572776588243243,0.0006203405378318352,0.0011410637306875414,0.0024630935201283947
indecorous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002818700672720611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pointlessness,0.0,0.0,0.0,0.0,0.0,0.0,0.0005592406917006236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
producing,0.000787464721632457,0.0005806164725368653,0.0013239048848443288,0.00107733492566128,0.003652457547040924,0.000907272977429333,0.0002796203458503118,0.02530228943488056,0.0019432568741012612,0.0018674169207425902,0.004791791143625039,0.0004951236976299741,0.005585022797837202,0.00048731078782823984,0.00039608725688885897,0.0017215946063882546,0.0047111721059879845,0.0006964309268281278,0.002765530249128379,0.0024562924232575524,0.0013529072218382424,0.0019053235784346847,0.001033900896386392,0.0009128509845500332,0.00134350555643367
tillage,0.0,0.0,0.0,0.0,0.0005619165456986037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imitated,0.0,0.0008709247088052979,0.0006619524424221644,0.0,0.0,0.0,0.0005592406917006236,0.0,0.0,0.00037348338414851804,0.016630333969051603,0.0,0.0,0.0,0.0015843490275554359,0.00028693243439804244,0.0,0.0003482154634140639,0.0,0.0,0.0004509690739460808,0.0,0.0002067801792772784,0.0002282127461375083,0.0
seizing,0.0,0.0008709247088052979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inconnect,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037348338414851804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jests,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
awful,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030703655290719405,0.0,0.0,0.0002067801792772784,0.0,0.000223917592738945
vulgarest,0.000787464721632457,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.00032387614568354353,0.0,0.0,0.0,0.0,0.0,0.00039608725688885897,0.0,0.0005542555418809393,0.0006964309268281278,0.0,0.0006140731058143881,0.0,0.00038106471568693693,0.0,0.0004564254922750166,0.000223917592738945
genesis,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000751615123243468,0.0,0.0,0.0,0.0
paralysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0002796203458503118,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0002067801792772784,0.0002282127461375083,0.0
perturbations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033008246508664936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pale,0.0005249764810883046,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0008388610375509353,0.0,0.00032387614568354353,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002282127461375083,0.000223917592738945
dwellers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037348338414851804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meleager,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002818700672720611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
interrogated,0.0,0.0,0.0013239048848443288,0.0003591116418870933,0.0,0.000907272977429333,0.0,0.0,0.0,0.00037348338414851804,0.0,0.0,0.0,0.00024365539391411992,0.00039608725688885897,0.00028693243439804244,0.0,0.0003482154634140639,0.0,0.00030703655290719405,0.0,0.0,0.0,0.0006846382384125249,0.0
maintains,0.0,0.0020321576538790283,0.0,0.0003591116418870933,0.00028095827284930184,0.0006048486516195553,0.0,0.0,0.0009716284370506306,0.0007469667682970361,0.0002818700672720611,0.00016504123254332468,0.0,0.00024365539391411992,0.0007921745137777179,0.00028693243439804244,0.0,0.0006964309268281278,0.0006145622775840842,0.00030703655290719405,0.00030064604929738725,0.0007621294313738739,0.0004135603585545568,0.0006846382384125249,0.000223917592738945
fellow,0.002624882405441523,0.0,0.0,0.0,0.0014047913642465091,0.0,0.0,0.0,0.0016193807284177175,0.00037348338414851804,0.0,0.0,0.0,0.00048731078782823984,0.00039608725688885897,0.0,0.0,0.0,0.0003072811387920421,0.00030703655290719405,0.0,0.0011431941470608107,0.0002067801792772784,0.0,0.000223917592738945
healing,0.0,0.0,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anne,0.0,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instant,0.0,0.0005806164725368653,0.0003309762212110822,0.00107733492566128,0.0,0.0012096973032391105,0.0002796203458503118,0.00032028214474532355,0.0025910091654683482,0.0007469667682970361,0.002254960538176489,0.0,0.0014569624690010093,0.0,0.0007921745137777179,0.0,0.0019398943965832876,0.0003482154634140639,0.004916498220672674,0.00030703655290719405,0.0,0.0,0.001033900896386392,0.002282127461375083,0.0
ample,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007621294313738739,0.0,0.0,0.0
feel,0.003149858886529828,0.0005806164725368653,0.0,0.00215466985132256,0.0,0.0003024243258097776,0.0016777220751018707,0.0,0.0006477522913670871,0.001120450152445554,0.0005637401345441222,0.00016504123254332468,0.0,0.00024365539391411992,0.0,0.0005738648687960849,0.00027712777094046967,0.0003482154634140639,0.0009218434163761264,0.0,0.0,0.0019053235784346847,0.001033900896386392,0.0011410637306875414,0.000223917592738945
deserved,0.0,0.0,0.0,0.0003591116418870933,0.00028095827284930184,0.0003024243258097776,0.0,0.00032028214474532355,0.00032387614568354353,0.0,0.0,0.0013203298603465974,0.0,0.00024365539391411992,0.0,0.0,0.00027712777094046967,0.0003482154634140639,0.0,0.0,0.0,0.0007621294313738739,0.0002067801792772784,0.0,0.0
eternally,0.0,0.00029030823626843263,0.0003309762212110822,0.0,0.0,0.000907272977429333,0.0011184813834012471,0.0009608464342359706,0.00032387614568354353,0.0,0.0,0.00016504123254332468,0.005827849876004037,0.0009746215756564797,0.00039608725688885897,0.0011477297375921697,0.0,0.002785723707312511,0.0,0.00030703655290719405,0.00030064604929738725,0.0,0.0006203405378318352,0.0011410637306875414,0.000223917592738945
scoffers,0.0,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
club,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0,0.0,0.00032028214474532355,0.0,0.0007469667682970361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meat,0.0,0.0,0.0,0.0,0.0005619165456986037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.00028693243439804244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
satire,0.0,0.0,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005637401345441222,0.0,0.0,0.0,0.0,0.0,0.0,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subdividing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005637401345441222,0.0,0.0,0.0,0.0,0.00028693243439804244,0.0,0.0,0.0003072811387920421,0.0,0.00015032302464869363,0.0,0.0,0.0,0.0
welcomed,0.0,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0002796203458503118,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0003482154634140639,0.0,0.0,0.0,0.0,0.0002067801792772784,0.0,0.000223917592738945
lombardy,0.0,0.0020321576538790283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agony,0.0,0.0,0.0,0.0,0.0,0.0,0.0005592406917006236,0.0,0.0,0.0,0.0002818700672720611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000223917592738945
thoughtful,0.004987276570338894,0.00029030823626843263,0.005295619539377315,0.010414237614725706,0.004214374092739528,0.005443637864575998,0.01118481383401247,0.0006405642894906471,0.009716284370506305,0.0033613504573366624,0.005637401345441222,0.0023105772556065453,0.006070676954170872,0.0014619323634847195,0.015051315761776641,0.011190364941523655,0.005542555418809394,0.0041785855609687665,0.011062120996513516,0.011053315904658986,0.003908398640866034,0.008764488460799549,0.0028949225098818974,0.0018257019691000664,0.003358763891084175
fixating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037348338414851804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
learning,0.0,0.00029030823626843263,0.0,0.0,0.0,0.0,0.0019573424209521823,0.0,0.0,0.004481800609782216,0.0005637401345441222,0.0,0.0,0.00048731078782823984,0.0007921745137777179,0.00028693243439804244,0.0005542555418809393,0.0,0.0015364056939602105,0.00030703655290719405,0.0,0.0011431941470608107,0.0002067801792772784,0.0,0.0
aliveness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downwards,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003482154634140639,0.0003072811387920421,0.0,0.0,0.0,0.0,0.0002282127461375083,0.0
sobs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
melanippe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002818700672720611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
messiah,0.0,0.0,0.0003309762212110822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
initiated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006477522913670871,0.0007469667682970361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006964309268281278,0.0,0.0,0.00030064604929738725,0.0,0.0,0.0,0.0
deprecate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037348338414851804,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0003072811387920421,0.0,0.00015032302464869363,0.0,0.0,0.0002282127461375083,0.0
ridiculous,0.0,0.0,0.0006619524424221644,0.0,0.0,0.0003024243258097776,0.0,0.00032028214474532355,0.0,0.00037348338414851804,0.0,0.0,0.0,0.0,0.001188261770666577,0.00028693243439804244,0.0,0.0006964309268281278,0.0003072811387920421,0.0,0.0,0.0,0.0,0.0,0.000223917592738945
intrinsic,0.0,0.0,0.0,0.00215466985132256,0.0005619165456986037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002428270781668349,0.00048731078782823984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007621294313738739,0.0002067801792772784,0.0002282127461375083,0.0
unfeigned,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016504123254332468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
omnipotent,0.0,0.0,0.0,0.0,0.00028095827284930184,0.0,0.0,0.0,0.00032387614568354353,0.0,0.0,0.0,0.0012141353908341744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002067801792772784,0.0,0.0
genealogy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048731078782823984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
excellent,0.0,0.00029030823626843263,0.0013239048848443288,0.0,0.0,0.0,0.0002796203458503118,0.0,0.00032387614568354353,0.0,0.0005637401345441222,0.0008252061627166234,0.0002428270781668349,0.0,0.0015843490275554359,0.0005738648687960849,0.0,0.0,0.0,0.00030703655290719405,0.00015032302464869363,0.0,0.0,0.0,0.000223917592738945
been,0.007349670735236265,0.011322021214468871,0.01224612018481004,0.0028728931350967464,0.0028095827284930182,0.007560608145244441,0.006710888300407483,0.005124514315925177,0.008420779787772132,0.0033613504573366624,0.005073661210897099,0.0036309071159531425,0.004613714485169862,0.004873107878282399,0.014655228504887782,0.0022954594751843395,0.004156916564107045,0.012883972146320364,0.004609217081880631,0.00982516969303021,0.0031567835176225657,0.006859164882364864,0.0026881423306046193,0.006846382384125249,0.0044783518547789
tablecloth,0.0,0.0,0.0,0.0003591116418870933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glimpse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032387614568354353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006964309268281278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
realism,0.0005249764810883046,0.0,0.0,0.0,0.0,0.0003024243258097776,0.0,0.0,0.00032387614568354353,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0006140731058143881,0.0,0.0,0.0,0.0006846382384125249,0.0
legalised,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032028214474532355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
morals,0.0002624882405441523,0.0,0.0003309762212110822,0.0,0.0,0.0012096973032391105,0.0,0.0,0.0,0.001120450152445554,0.0,0.0,0.0,0.00048731078782823984,0.001980436284444295,0.0,0.0011085110837618787,0.0006964309268281278,0.0006145622775840842,0.0,0.00015032302464869363,0.0038106471568693694,0.0,0.0,0.0024630935201283947
flushing,0.0002624882405441523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wherewith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032028214474532355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
miquon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00024365539391411992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decisive,0.0,0.0,0.0,0.0,0.00028095827284930184,0.0006048486516195553,0.0005592406917006236,0.00032028214474532355,0.00032387614568354353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008313833128214091,0.0,0.0,0.0,0.0,0.00038106471568693693,0.0008271207171091136,0.0,0.000223917592738945
cold,0.0002624882405441523,0.0,0.0003309762212110822,0.0,0.0,0.0006048486516195553,0.0011184813834012471,0.0,0.0,0.0,0.0,0.0004951236976299741,0.0,0.0,0.0,0.0,0.0005542555418809393,0.0006964309268281278,0.0006145622775840842,0.0,0.0,0.00038106471568693693,0.0,0.0006846382384125249,0.0
generated,0.0,0.0005806164725368653,0.006288548203010561,0.0025137814932096533,0.00028095827284930184,0.002721818932287999,0.0002796203458503118,0.006405642894906471,0.008420779787772132,0.004108317225633699,0.004791791143625039,0.00033008246508664936,0.0004856541563336698,0.002192898545227079,0.005941308853332885,0.002582391909582382,0.006096810960690333,0.0017410773170703194,0.005531060498256758,0.004605548293607911,0.002705814443676485,0.010288747323547297,0.0006203405378318352,0.0027385529536500994,0.00223917592738945
wounded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002818700672720611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000223917592738945
tost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002818700672720611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
habituated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032387614568354353,0.0029878670731881443,0.0,0.0,0.0,0.0,0.00039608725688885897,0.0,0.0,0.0,0.0,0.0,0.0,0.0011431941470608107,0.0,0.0,0.0
æschylus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000223917592738945
