,"Wilde, Oscar","Machiavelli, Niccolò",Plato,"Russell, Bertrand","Locke, John","Nietzsche, Friedrich Wilhelm","Wittgenstein, Ludwig","Hesse, Hermann","Engels, Friedrich","Mill, John Stuart","Kant, Immanuel","Dewey, John","Pascal, Blaise",Aristotle,Boethius,"Spinoza, Benedictus de","Descartes, René","Emerson, Ralph Waldo","Hume, David","Schopenhauer, Arthur","Durkheim, Émile","James, William","Gobineau, Arthur, comte de"
armies,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0
contemporaries,0.0,0.4318894504492167,0.21594472522460836,0.0,0.0,0.07198157507486945,0.5038710255240862,0.35990787537434726,0.0,0.21594472522460836,0.2879263002994778,0.0,0.1439631501497389,0.1439631501497389,0.21594472522460836,0.07198157507486945,0.1439631501497389,0.21594472522460836,0.21594472522460836,0.0,0.0,0.1439631501497389,0.1439631501497389
definitely,0.03742405942825599,0.03742405942825599,0.0,0.11227217828476796,0.0,0.11227217828476796,0.03742405942825599,0.0,0.0,0.0,0.11227217828476796,0.03742405942825599,0.11227217828476796,0.11227217828476796,0.0,0.7859052479933757,0.0,0.03742405942825599,0.0,0.03742405942825599,0.5239368319955838,0.03742405942825599,0.18712029714127992
excite,0.09128709291752768,0.0,0.09128709291752768,0.0,0.0,0.09128709291752768,0.0,0.0,0.0,0.9128709291752769,0.0,0.18257418583505536,0.09128709291752768,0.09128709291752768,0.0,0.0,0.0,0.0,0.27386127875258304,0.0,0.09128709291752768,0.0,0.09128709291752768
january,0.0,0.0,0.3779644730092272,0.0,0.0,0.3779644730092272,0.3779644730092272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3779644730092272,0.3779644730092272,0.0,0.0,0.3779644730092272,0.3779644730092272
elapsed,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
consciousness,0.329914439536929,0.0,0.12371791482634838,0.041239304942116126,0.12371791482634838,0.329914439536929,0.1649572197684645,0.041239304942116126,0.24743582965269675,0.329914439536929,0.12371791482634838,0.6185895741317419,0.20619652471058064,0.041239304942116126,0.12371791482634838,0.0,0.12371791482634838,0.12371791482634838,0.08247860988423225,0.0,0.1649572197684645,0.1649572197684645,0.041239304942116126
constant,0.0,0.0,0.0,0.09534625892455924,0.0,0.19069251784911848,0.28603877677367767,0.09534625892455924,0.6674238124719146,0.0,0.0,0.38138503569823695,0.0,0.09534625892455924,0.28603877677367767,0.0,0.09534625892455924,0.28603877677367767,0.28603877677367767,0.0,0.0,0.0,0.09534625892455924
realise,0.18033392693348646,0.0,0.0,0.0,0.0,0.2705008904002297,0.2705008904002297,0.0,0.0,0.0,0.09016696346674323,0.0,0.0,0.9016696346674322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contrary,0.026783579200279007,0.053567158400558014,0.21426863360223206,0.13391789600139503,0.08035073760083702,0.2946193712030691,0.0,0.0,0.16070147520167405,0.21426863360223206,0.5624551632058591,0.13391789600139503,0.10713431680111603,0.10713431680111603,0.053567158400558014,0.2946193712030691,0.24105221280251107,0.0,0.4285372672044641,0.0,0.13391789600139503,0.16070147520167405,0.18748505440195304
attacks,0.0,0.565685424949238,0.282842712474619,0.0,0.0,0.282842712474619,0.4242640687119285,0.0,0.1414213562373095,0.1414213562373095,0.1414213562373095,0.0,0.4242640687119285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282842712474619,0.0,0.1414213562373095
bios,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.8944271909999159,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
divino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
misuse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4082482904638631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8164965809277261,0.4082482904638631
embroiderer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
interact,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0
drives,0.0,0.5773502691896258,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
learning,0.0,0.06537204504606134,0.0,0.0,0.0,0.0,0.0,0.4576043153224294,0.0,0.19611613513818402,0.0,0.7844645405527361,0.0,0.0,0.0,0.0,0.13074409009212268,0.06537204504606134,0.3268602252303067,0.0,0.0,0.06537204504606134,0.0
confessional,0.0,0.0,0.21320071635561041,0.0,0.10660035817780521,0.10660035817780521,0.0,0.0,0.10660035817780521,0.0,0.10660035817780521,0.0,0.10660035817780521,0.0,0.5330017908890261,0.10660035817780521,0.21320071635561041,0.0,0.6396021490668313,0.0,0.0,0.21320071635561041,0.31980107453341566
psychologist,0.0827605888602368,0.0,0.0,0.0827605888602368,0.0,0.9103664774626047,0.0,0.0,0.0,0.0,0.0827605888602368,0.0,0.1655211777204736,0.24828176658071038,0.0827605888602368,0.0,0.0,0.0,0.0,0.0,0.1655211777204736,0.1655211777204736,0.0
peirce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
iran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
tougher,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rolling,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0
shell,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vows,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0
entspringt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
how,0.37176166963026475,0.23657560794653212,0.11828780397326606,0.0844912885523329,0.21967735023606555,0.28727038107793185,0.2534738656569987,0.21967735023606555,0.06759303084186633,0.03379651542093316,0.13518606168373265,0.11828780397326606,0.11828780397326606,0.10138954626279949,0.40555818505119795,0.03379651542093316,0.050694773131399744,0.20277909252559898,0.06759303084186633,0.0,0.47315121589306425,0.15208431939419922,0.13518606168373265
sat,0.5039526306789696,0.0,0.0,0.0,0.0,0.0,0.1259881576697424,0.7559289460184544,0.0,0.0,0.0,0.0,0.0,0.0,0.3779644730092272,0.0,0.0,0.0,0.0,0.1259881576697424,0.0,0.0,0.0
expel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
unexpressable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imaginative,0.0,0.047727395990334764,0.19090958396133906,0.19090958396133906,0.1431821879710043,0.19090958396133906,0.047727395990334764,0.047727395990334764,0.0,0.1431821879710043,0.047727395990334764,0.33409177193234335,0.23863697995167382,0.09545479198066953,0.0,0.19090958396133906,0.4295465639130129,0.19090958396133906,0.5727287518840172,0.047727395990334764,0.09545479198066953,0.09545479198066953,0.23863697995167382
hide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30151134457776363,0.0,0.0,0.0,0.0,0.0,0.0,0.9045340337332909,0.0,0.0,0.0,0.0,0.0,0.30151134457776363,0.0,0.0
ausdrücken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
xvi,0.10783277320343841,0.10783277320343841,0.0,0.0,0.0,0.0,0.10783277320343841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9704949588309457,0.0,0.0,0.0,0.0,0.0,0.10783277320343841,0.10783277320343841
proficiency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meier,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
misfortunes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13018891098082389,0.0,0.9113223768657671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39056673294247163
länge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ferments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31622776601683794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9486832980505138,0.0
könige,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
freest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.5773502691896258,0.0
gloweth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pavia,0.0,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8944271909999159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contrived,0.0,0.10050378152592121,0.30151134457776363,0.0,0.10050378152592121,0.0,0.0,0.0,0.0,0.40201512610368484,0.0,0.20100756305184242,0.10050378152592121,0.30151134457776363,0.10050378152592121,0.0,0.6030226891555273,0.10050378152592121,0.40201512610368484,0.0,0.20100756305184242,0.0,0.0
pickerel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
mountebank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subjection,0.05583630456296903,0.27918152281484515,0.1954270659703916,0.08375445684445354,0.1954270659703916,0.05583630456296903,0.08375445684445354,0.027918152281484514,0.13959076140742258,0.33501782737781416,0.27918152281484515,0.1954270659703916,0.13959076140742258,0.5025267410667212,0.08375445684445354,0.027918152281484514,0.11167260912593806,0.0,0.3070996750963297,0.0,0.33501782737781416,0.22334521825187612,0.16750891368890708
continuance,0.11405318970244022,0.14256648712805026,0.028513297425610054,0.3136462716817106,0.08553989227683016,0.0,0.0,0.11405318970244022,0.11405318970244022,0.14256648712805026,0.08553989227683016,0.6843191382146413,0.0,0.05702659485122011,0.028513297425610054,0.3706728665329307,0.2566196768304905,0.05702659485122011,0.05702659485122011,0.0,0.22810637940488043,0.14256648712805026,0.22810637940488043
lowereth,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zuletzt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
extract,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
relief,0.0,0.0,0.0,0.0,0.8944271909999159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
springing,0.13245323570650439,0.13245323570650439,0.13245323570650439,0.0,0.0,0.0,0.6622661785325219,0.26490647141300877,0.39735970711951313,0.13245323570650439,0.0,0.13245323570650439,0.0,0.0,0.26490647141300877,0.0,0.0,0.26490647141300877,0.26490647141300877,0.13245323570650439,0.0,0.13245323570650439,0.0
yarns,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waninga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ancients,0.0,0.21597969886241553,0.16198477414681164,0.0,0.0,0.26997462357801943,0.0,0.0,0.3779644730092272,0.0,0.10798984943120776,0.05399492471560388,0.0,0.16198477414681164,0.10798984943120776,0.0,0.26997462357801943,0.05399492471560388,0.10798984943120776,0.0,0.0,0.0,0.7559289460184544
discontinuity,0.2773500981126146,0.2773500981126146,0.0,0.0,0.0,0.0,0.0,0.2773500981126146,0.0,0.5547001962252291,0.0,0.0,0.5547001962252291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2773500981126146,0.2773500981126146,0.0
reception,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0
drifts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
climbing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
zunächst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
fieldsâ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22941573387056174,0.0,0.0,0.0,0.0,0.0,0.4588314677411235,0.4588314677411235,0.0,0.0,0.6882472016116852,0.0,0.0,0.22941573387056174,0.0,0.0
involved,0.0,0.0,0.0,0.15629293303291272,0.0,0.03907323325822818,0.0,0.0,0.07814646651645636,0.03907323325822818,0.31258586606582545,0.11721969977468454,0.07814646651645636,0.27351263280759724,0.07814646651645636,0.8596111316810199,0.03907323325822818,0.0,0.11721969977468454,0.0,0.0,0.11721969977468454,0.0
letzte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
deadness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
critics,0.12309149097933272,0.041030496993110906,0.08206099398622181,0.16412198797244362,0.0,0.20515248496555455,0.0,0.0,0.24618298195866545,0.08206099398622181,0.7795794428691073,0.0,0.16412198797244362,0.16412198797244362,0.0,0.0,0.0,0.08206099398622181,0.08206099398622181,0.0,0.32824397594488725,0.20515248496555455,0.12309149097933272
bereichs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
agglomerations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475
disappears,0.07905694150420949,0.0,0.31622776601683794,0.0,0.0,0.07905694150420949,0.23717082451262844,0.07905694150420949,0.8696263565463043,0.07905694150420949,0.07905694150420949,0.0,0.0,0.15811388300841897,0.0,0.07905694150420949,0.07905694150420949,0.0,0.07905694150420949,0.0,0.07905694150420949,0.0,0.07905694150420949
que,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.5773502691896258,0.0
justice,0.0,0.0,0.17541160386140586,0.0,0.3508232077228117,0.08770580193070293,0.08770580193070293,0.0,0.08770580193070293,0.17541160386140586,0.3508232077228117,0.0,0.17541160386140586,0.7016464154456235,0.3508232077228117,0.0,0.08770580193070293,0.08770580193070293,0.0,0.0,0.0,0.0,0.08770580193070293
secundum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
invented,0.2519763153394848,0.0,0.3779644730092272,0.2519763153394848,0.1259881576697424,0.0,0.1259881576697424,0.0,0.2519763153394848,0.0,0.2519763153394848,0.1259881576697424,0.3779644730092272,0.0,0.0,0.0,0.0,0.1259881576697424,0.5039526306789696,0.0,0.0,0.0,0.3779644730092272
accurate,0.0,0.0,0.0,0.0,0.0,0.0,0.06350006350009525,0.0,0.0,0.0,0.0,0.19050019050028574,0.1270001270001905,0.0,0.0,0.0,0.1270001270001905,0.1270001270001905,0.9525009525014287,0.0,0.0,0.0,0.06350006350009525
bacon,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0,0.0,0.5773502691896258,0.0,0.0,0.0,0.0,0.0
legislator,0.0,0.0,0.1111111111111111,0.0,0.6666666666666666,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.0,0.6666666666666666,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
universality,0.0,0.0,0.146943671674129,0.0734718358370645,0.03673591791853225,0.0,0.0,0.03673591791853225,0.146943671674129,0.146943671674129,0.22041550751119351,0.0,0.11020775375559676,0.25715142542972574,0.22041550751119351,0.4040950971038548,0.0,0.6245106046150483,0.293887343348258,0.0,0.18367958959266126,0.25715142542972574,0.11020775375559676
admirably,0.0,0.1543033499620919,0.1543033499620919,0.0,0.0,0.0,0.0,0.0,0.0,0.3086066999241838,0.0,0.0,0.0,0.4629100498862757,0.0,0.0,0.1543033499620919,0.0,0.1543033499620919,0.0,0.0,0.0,0.7715167498104595
cotemporaneous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
impartiality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2672612419124244,0.8017837257372732,0.5345224838248488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suitable,0.0,0.0,0.30151134457776363,0.6030226891555273,0.0,0.0,0.0,0.30151134457776363,0.0,0.0,0.0,0.0,0.6030226891555273,0.0,0.0,0.0,0.0,0.0,0.30151134457776363,0.0,0.0,0.0,0.0
ramsauer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brings,0.1889822365046136,0.1889822365046136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1889822365046136,0.0,0.1889822365046136,0.1889822365046136,0.5669467095138409,0.3779644730092272,0.0,0.0,0.1889822365046136,0.1889822365046136,0.0,0.0,0.3779644730092272,0.3779644730092272
object,0.032312749935669606,0.008078187483917402,0.008078187483917402,0.6785677486490618,0.032312749935669606,0.05654731238742181,0.008078187483917402,0.008078187483917402,0.032312749935669606,0.18579831213010023,0.5008476240028789,0.08078187483917401,0.040390937419587006,0.08886006232309142,0.008078187483917402,0.024234562451752203,0.18579831213010023,0.21003287458185244,0.32312749935669605,0.0,0.14540737471051324,0.16156374967834802,0.024234562451752203
assigned,0.0,0.3922322702763681,0.0,0.19611613513818404,0.3922322702763681,0.0,0.0,0.0,0.0,0.19611613513818404,0.0,0.0,0.19611613513818404,0.0,0.0,0.5883484054145521,0.19611613513818404,0.0,0.3922322702763681,0.0,0.19611613513818404,0.0,0.0
auxiliaries,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0
caste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8944271909999159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.0
ultorem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
empirical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34570535882735637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04938647983247948,0.2963188789948769,0.8889566369846307,0.0
pas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.7071067811865475,0.0
dodging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sixth,0.0,0.4472135954999579,0.0,0.0,0.4472135954999579,0.0,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579
basic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minorities,0.0,0.4472135954999579,0.0,0.0,0.0,0.0,0.0,0.0,0.8944271909999159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hesse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
überwinder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
deferente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gestures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8944271909999159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4472135954999579,0.0,0.0
deteriorate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5
enquiring,0.0,0.0,0.036107907233705945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21664744340223566,0.0,0.0,0.0,0.0,0.9749134953100604,0.0,0.036107907233705945,0.0,0.0
commodity,0.0,0.0,0.0,0.0,0.1270001270001905,0.0,0.0,0.0,0.508000508000762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3810003810005715,0.762000762001143,0.0,0.0,0.0,0.0,0.0
come,0.38268412611615144,0.20606068329331229,0.14718620235236593,0.14718620235236593,0.14718620235236593,0.14718620235236593,0.26493516423425867,0.44155860705709776,0.05887448094094637,0.029437240470473185,0.11774896188189274,0.14718620235236593,0.11774896188189274,0.029437240470473185,0.44155860705709776,0.20606068329331229,0.11774896188189274,0.14718620235236593,0.0,0.0,0.11774896188189274,0.29437240470473186,0.17662344282283912
behalf,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0
beliefs,0.0,0.0,0.0,0.41788135812445615,0.0,0.10447033953111404,0.10447033953111404,0.0,0.0,0.13058792441389255,0.07835275464833553,0.2611758488277851,0.13058792441389255,0.02611758488277851,0.10447033953111404,0.0,0.15670550929667107,0.02611758488277851,0.0,0.0,0.4701165278900132,0.6529396220694628,0.10447033953111404
indorse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
versiegen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
minor,0.0,0.917662935482247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22941573387056174,0.22941573387056174,0.22941573387056174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
former,0.0,0.2581988897471611,0.06454972243679027,0.2581988897471611,0.12909944487358055,0.2581988897471611,0.12909944487358055,0.0,0.06454972243679027,0.12909944487358055,0.19364916731037085,0.12909944487358055,0.12909944487358055,0.19364916731037085,0.19364916731037085,0.2581988897471611,0.3872983346207417,0.0,0.5163977794943222,0.0,0.06454972243679027,0.06454972243679027,0.3227486121839514
erörterte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
