0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.806,0.897,7,-7.269,1,0.28,0.535,0.000511,0.279,0.418,95.524,4,Saturday Morning,Jaeden Camstra,50,81125,2017-06-01
0.471,0.559,5,-7.557,0,0.0604,0.568,0.0,0.106,0.802,175.087,4,Vagabundo não é fácil,Novos Baianos,36,305933,1973
0.481,0.384,7,-17.23,0,0.032,0.939,0.902,0.113,0.562,104.309,4,That Old Black Magic,Oscar Peterson,20,179026,1959-01-01
0.529,0.408,9,-11.983,1,0.0309,0.609,0.00224,0.342,0.319,100.9,4,People Wither - A COLORS SHOW,Feng Suave,29,304530,2020-07-20
0.625,0.505,2,-9.952,1,0.037,0.466,0.169,0.335,0.0487,131.031,4,Intro~,Mild Orange,37,153124,2018-04-18
0.686,0.429,8,-10.402,0,0.15,0.71,3.41e-06,0.166,0.27,130.09,4,Where This Flower Blooms (feat. Frank Ocean),"Tyler, The Creator",67,194933,2017-07-21
0.452,0.579,2,-11.085,1,0.0476,0.0153,0.893,0.637,0.929,84.615,4,Two Fish and an Elephant,Khruangbin,58,213760,2015-11-06
0.605,0.79,6,-4.176,1,0.375,0.0454,0.0,0.249,0.883,155.795,4,Ladies First Freestyle (feat. Rah Digga & Angie Martinez),Tony Touch,9,98400,2013-07-09
0.593,0.551,1,-9.534,0,0.0469,0.0103,0.594,0.117,0.402,123.014,4,Life Change,EnigmaVille,10,189268,2022-12-20
0.451,0.581,6,-10.745,0,0.0778,0.913,0.868,0.0886,0.764,142.538,3,Oracle,Chapelier Fou,49,198680,2017-10-20
0.696,0.36,8,-14.511,0,0.0368,0.795,0.814,0.107,0.228,111.996,4,Echo Home,The Kills,41,306767,2016-06-03
0.643,0.376,0,-13.387,1,0.0338,0.436,0.0,0.074,0.503,128.601,4,All You Do Is Dial,Heatwave,27,252106,1977-06-27
0.674,0.646,10,-6.93,1,0.0282,0.0299,1.35e-06,0.102,0.921,125.92,4,Don't Make Me Cry Anymore,Sarah and the Sundays,31,159426,2022-05-25
0.363,0.629,6,-6.789,1,0.0649,0.327,0.0,0.115,0.548,138.304,4,Honey Bee,Foxtide,24,213330,2019-01-25
0.662,0.874,1,-4.471,1,0.0335,0.000353,0.267,0.353,0.382,122.996,4,Some Velvet Morning,Primal Scream,29,220293,2002-12-05
0.469,0.478,1,-12.372,0,0.0291,0.429,0.00157,0.127,0.295,101.592,4,Joy Inside My Tears,Stevie Wonder,41,389560,1976-09-28
0.544,0.627,11,-8.084,0,0.0641,0.011,0.59,0.099,0.476,106.06,4,S.T.P.,Sublime,45,179253,1994-03-01
0.628,0.561,3,-7.563,0,0.0367,0.264,0.551,0.115,0.308,139.952,4,Ice Dreaming (Less Is More Mix),Holy Hive,28,284362,2019-12-16
0.543,0.567,2,-5.241,0,0.129,0.468,0.0,0.171,0.351,143.744,4,Rose In Harlem,Teyana Taylor,53,222828,2018-06-23
0.544,0.855,6,-7.461,1,0.093,0.0426,0.157,0.167,0.517,171.349,4,moment,Vierre Cloud,77,129543,2019-12-19
0.508,0.82,0,-10.032,1,0.539,0.651,0.0,0.911,0.686,79.486,4,Manifest,Ms. Lauryn Hill,34,100725,2020-11-20
0.502,0.807,5,-5.807,1,0.108,0.0906,0.000113,0.128,0.693,68.569,4,ポテトサラダ,ZAZEN BOYS,31,171200,2012-09-05
0.821,0.31,6,-11.457,0,0.0496,0.41,0.00786,0.143,0.421,104.048,4,Supernova,Sunni Colón,56,141374,2019-09-25
0.737,0.747,1,-11.351,0,0.103,0.233,0.356,0.148,0.849,79.974,4,Oh! Crime,Fishmans,15,225093,1995
0.811,0.581,8,-11.703,1,0.301,0.255,0.0,0.0831,0.562,82.726,4,Guess Who,Goodie Mob,26,289666,1995-11-06
0.857,0.706,7,-3.082,1,0.159,0.00539,0.00259,0.117,0.322,95.722,4,"Rap Game - From ""8 Mile"" Soundtrack",D12,54,353760,2002-10-29
0.711,0.62,11,-10.174,0,0.212,0.0175,0.0,0.134,0.805,179.817,4,Put It On,Big L,61,217626,1995-03-28
0.816,0.597,1,-6.407,1,0.281,0.147,0.0,0.138,0.558,92.04,4,Thieves In The Night,Black Star,50,311960,1998-09-29
0.821,0.795,11,-5.523,1,0.25,0.19,1.55e-05,0.353,0.532,117.99,4,Lost & Found,Cordae,54,160743,2019-07-26
0.667,0.777,0,-7.229,0,0.24,0.201,0.0,0.253,0.515,99.932,4,Slum Villain,Statik Selektah,18,163927,2014-08-18
0.586,0.379,8,-12.49,1,0.0338,0.557,0.877,0.101,0.727,75.561,4,Filatelie,Felbm,43,158169,2020-09-11
0.824,0.578,9,-8.893,0,0.105,0.264,0.00542,0.135,0.89,96.019,4,Flowers,Andrew Ashong,40,532313,2012-09-14
0.588,0.717,10,-4.568,0,0.175,0.181,3.9e-06,0.151,0.587,94.29,4,A Letter,Blu & Exile,35,95972,2012-09-04
0.572,0.85,11,-3.071,0,0.055,0.038,0.389,0.342,0.772,108.899,4,Composite,Palm,24,253692,2018-02-09
0.654,0.452,10,-9.052,1,0.0558,0.101,0.00297,0.208,0.626,138.862,4,Blood Brother,Leif Vollebekk,43,263173,2019-11-01
0.75,0.551,11,-4.712,0,0.402,0.392,0.0,0.117,0.672,97.981,4,Rap Basquiat,Cormega,11,170615,2014-07-22
0.657,0.368,7,-9.978,1,0.0281,0.884,0.00293,0.109,0.522,116.221,4,Old Ties and Companions,Watchhouse,65,188946,2015-05-05
0.454,0.719,9,-7.74,1,0.0326,0.28,0.00209,0.089,0.594,121.548,4,Victory,Trampled by Turtles,44,237000,2010-04-13
0.745,0.539,0,-4.41,1,0.0271,0.432,0.00162,0.0826,0.886,95.893,4,Stronger Than That,Bahamas,57,157040,2014-08-19
0.769,0.546,3,-7.902,1,0.0769,0.538,5.3e-06,0.144,0.355,129.987,4,prequel,Tabby,33,152500,2018-09-13
0.737,0.504,6,-8.787,1,0.0245,0.102,0.0125,0.106,0.485,92.975,4,Hocus Pocus,Summer Salt,23,237386,2021-06-25
0.944,0.913,9,-6.429,1,0.295,0.2,0.0,0.21,0.911,136.974,4,Break Ya Self,Lil Noid,33,135471,1994-06-06
0.264,0.705,7,-6.252,1,0.0534,0.348,0.000822,0.813,0.326,84.2,4,Leroy,Stop Light Observations,16,332345,2016-08-26
0.654,0.768,2,-7.28,1,0.0396,0.0203,0.00932,0.0381,0.695,89.82,4,Happiness Jones,The Wood Brothers,37,246893,2018-02-02
0.431,0.779,7,-7.82,0,0.0369,0.0458,0.0135,0.211,0.188,98.95,4,Beyond The Invisible - Radio Edit,Enigma,33,270220,1996-10-21
0.579,0.654,11,-5.54,0,0.24,0.0374,0.00144,0.319,0.788,103.881,4,Pa' Que Tu Lo Sepa,Tony Touch,10,139280,2005-01-01
0.624,0.488,4,-8.258,0,0.0584,0.375,9.63e-05,0.339,0.273,84.218,4,Half Time,Amy Winehouse,54,230853,2011-01-01
0.708,0.867,7,-5.188,1,0.0481,0.2,0.116,0.0618,0.786,126.932,4,Born Black,Chrissy Zebby Tembo,25,197666,2017-05-19
0.478,0.545,5,-16.359,0,0.592,0.372,0.0,0.116,0.962,176.126,4,Work Hard,Gilbert Glickstein,10,212833,2022-09-19
0.837,0.61,9,-10.463,1,0.0638,0.797,0.00396,0.2,0.799,134.731,4,Thankful For You,Andre Gibson,28,192380,2020-04-17
0.776,0.828,10,-7.076,0,0.0692,0.434,0.289,0.143,0.9,96.501,4,Afro Beat Blues,Ojah,39,408106,2006-03-13
0.505,0.808,1,-8.221,1,0.392,0.216,0.0,0.124,0.497,181.413,4,Don't Ever Disrespect Me,Nems,35,151333,2022-12-09
0.766,0.795,1,-4.378,0,0.266,0.067,0.0,0.113,0.567,92.053,4,Toss It Up,Makaveli,50,306266,1996-11-05
0.533,0.757,7,-8.798,1,0.522,0.0786,0.0,0.33,0.563,88.607,4,Real,Freddie Gibbs,39,214693,2014-03-18
0.198,0.337,2,-10.76,0,0.0312,0.381,0.351,0.0716,0.182,79.337,3,Almora - Instrumental,Ananda Shankar,1,203733,1983-01-04
0.562,0.755,6,-6.771,0,0.0295,0.178,0.634,0.137,0.882,145.057,4,Hollow Home,Woods,37,245099,2016-04-08
0.566,0.805,1,-8.32,1,0.321,0.186,0.0,0.428,0.616,118.965,4,High (feat. Danny Brown),Freddie Gibbs,52,177640,2014-03-18
0.882,0.781,7,-7.384,1,0.14,0.154,0.0163,0.105,0.783,115.006,4,Ordinary Pleasure,Toro y Moi,54,183752,2019-01-18
0.384,0.99,7,-3.826,1,0.0601,0.00474,0.036,0.363,0.663,193.93,4,The Boxer,The Chemical Brothers,43,247989,2005-01-01
0.868,0.372,4,-12.704,0,0.177,0.0103,0.00455,0.076,0.666,99.965,4,Playaz Club,Rappin' 4-Tay,52,266333,1994-01-01
0.733,0.77,0,-3.583,1,0.0286,0.188,0.0,0.0804,0.931,98.026,4,Last Christmas,John Holt,5,280386,2015-11-26
0.574,0.531,2,-7.912,0,0.473,0.298,1.49e-06,0.67,0.658,89.873,4,Count My Blessings,Anna Wise,40,185620,2019-10-18
0.863,0.538,11,-10.88,0,0.219,0.103,0.0,0.379,0.38,99.864,4,Diggin' U Out,DJ Quik,27,288426,1995
0.713,0.78,6,-8.974,0,0.0348,0.429,0.0,0.118,0.9,105.637,4,"High Steppin', Hip Dressin' Fella (You Got It Together)",Love Unlimited,34,330693,1979
0.6,0.781,0,-13.005,0,0.0712,0.17,1.79e-06,0.0329,0.78,116.621,4,Honey I,George McCrae,10,231746,2009-01-01
0.537,0.549,10,-8.344,0,0.132,4.95e-05,0.254,0.257,0.19,119.013,4,Shake A Fist,Hot Chip,26,312630,2008-01-21
0.425,0.515,2,-10.005,1,0.037,0.682,0.0534,0.105,0.814,93.174,4,Out In The Country,Natural Child,49,174586,2014-03-03
0.311,0.325,2,-9.042,1,0.0283,0.0469,0.0,0.139,0.668,65.09,1,Lucy In The Sky With Diamonds - Remastered 2009,The Beatles,64,208466,1967-06-01
0.51,0.31,2,-13.647,0,0.0291,0.695,0.0,0.128,0.291,90.074,4,Today,Jefferson Airplane,53,177546,1967
0.359,0.758,7,-5.928,1,0.0363,0.000111,1.65e-05,0.275,0.813,97.309,4,Cosmic Flower,levitation room,34,114506,2016-03-19
0.751,0.791,7,-4.256,1,0.301,0.0143,0.0,0.579,0.815,98.047,4,World Premier (feat. Liknuts),Tony Touch,10,88133,2013-07-09
0.812,0.6,7,-9.414,1,0.254,0.00308,8.38e-06,0.173,0.555,97.338,4,Award Tour,A Tribe Called Quest,62,226440,1993-11-09
0.804,0.306,4,-15.984,0,0.0374,0.728,0.775,0.103,0.693,106.172,4,Charlotte's Thong,Connan Mockasin,46,536254,2018-10-12
0.465,0.773,1,-6.443,0,0.0748,0.273,0.000722,0.106,0.314,101.122,4,Sooth Lady Wine,Matt Corby,37,276573,2016-03-11
0.758,0.49,6,-7.98,0,0.032,0.356,0.000713,0.0795,0.427,119.966,4,Black Fur,Elder Island,47,291580,2016-11-11
0.58,0.797,11,-9.689,0,0.0443,0.653,0.762,0.0875,0.596,79.89,4,Nina,Crumb,49,200280,2019-06-14
0.638,0.432,10,-17.345,0,0.0754,0.142,0.019,0.213,0.693,98.932,4,Space Talk,Asha Puthli,35,337320,1976-01-01
0.218,0.713,8,-5.982,1,0.0405,0.00189,0.00151,0.31,0.234,207.008,3,Crying,Pom Pom Squad,33,189222,2021-06-25
0.56,0.0995,8,-13.381,1,0.0525,0.935,0.697,0.102,0.448,116.574,3,Night And Day,Don Byas,23,155280,2000-01-01
0.367,0.342,9,-15.738,1,0.0381,0.927,0.738,0.134,0.235,138.672,4,Hello Again,Paul Cherry,27,125985,2018-03-31
0.41,0.78,9,-4.941,0,0.0327,0.0174,0.408,0.233,0.727,100.452,4,I Follow You,Melody's Echo Chamber,45,215586,2012-09-25
0.778,0.754,7,-6.669,1,0.502,0.0245,0.0,0.184,0.524,90.428,4,Where Yo Skills at ?,Artifacts,22,269733,1997-01-01
0.688,0.52,4,-8.196,0,0.213,0.0155,1.68e-06,0.11,0.554,76.99,4,Pass The Marajuana,Mystic Roots Band,35,383013,2004
0.808,0.837,9,-6.583,0,0.0459,0.238,0.862,0.0578,0.654,92.002,4,Lebanese Blonde,Thievery Corporation,59,288826,2000-08-09
0.887,0.554,0,-11.217,1,0.33,0.281,0.000945,0.126,0.52,97.899,4,Dedicated - Remastered,Digable Planets,47,165533,2005-01-01
0.823,0.62,6,-7.093,0,0.23,0.253,0.0,0.0507,0.479,93.922,4,Where Ya Heart At,Mobb Deep,38,267733,1999-08-17
0.524,0.864,11,-5.281,0,0.393,0.00823,0.00131,0.215,0.655,124.988,5,Mind Your Business,La Coka Nostra,27,275705,2012-07-31
0.451,0.943,1,-1.598,1,0.273,0.174,0.455,0.151,0.911,79.394,4,World Domination,Joey Bada$$,56,162761,2012-06-12
0.447,0.854,9,-5.208,0,0.0319,0.000231,2.11e-05,0.468,0.569,133.076,4,World Unglued,The Growlers,32,210960,2016-09-30
0.298,0.513,0,-15.147,1,0.0433,0.158,0.0567,0.793,0.662,164.488,3,"Sitting On Top Of The World - Live At The Forum, Los Angeles / 1968",Cream,18,301600,1969-03-01
0.647,0.715,0,-9.192,1,0.29,0.00599,0.0,0.0662,0.649,141.936,4,Intro: Babs,Benny The Butcher,57,148844,2018-11-23
0.84,0.393,5,-15.199,1,0.0405,0.557,2.9e-06,0.102,0.809,128.234,4,Mama Roux,Dr. John,43,180600,1968
0.845,0.786,5,-8.338,0,0.23,0.00752,1.35e-05,0.721,0.555,94.423,4,Mad Props,Da Youngsta's,23,254973,1994
0.77,0.947,5,-6.651,1,0.145,0.129,0.445,0.343,0.649,106.688,4,Jungle Jazz,Kool & The Gang,38,289826,1975
0.611,0.725,4,-10.325,0,0.0678,0.252,0.776,0.192,0.809,163.944,3,Heart Full of Love,ÌFÉ,19,250846,2021-11-05
0.576,0.655,2,-9.669,1,0.029,0.000471,0.1,0.0672,0.336,114.855,4,Come On Let's Go,Broadcast,44,197213,2000-03-20
0.587,0.58,6,-7.867,1,0.0329,0.252,0.00243,0.105,0.193,131.953,4,Wildfire,Seafret,53,224800,2016-01-29
0.59,0.379,4,-12.452,1,0.0329,0.851,0.000979,0.0799,0.138,100.846,4,Above The Clouds Of Pompeii,Bear's Den,45,279453,2014-10-21
0.564,0.299,11,-7.89,1,0.0309,0.757,0.217,0.115,0.425,133.023,4,Just For A Little While,Ralfi Pagan,40,159533,1975-01-01
0.544,0.645,9,-9.537,1,0.0305,0.2,0.000121,0.0684,0.521,76.418,4,D.C. City,Roy Ayers,14,343853,1983
0.828,0.724,10,-5.099,1,0.14,0.638,0.0,0.0939,0.89,95.528,4,Work It Out,Jurassic 5,40,231906,2006-01-01
0.521,0.762,2,-6.746,1,0.529,0.138,1.11e-05,0.114,0.266,164.09,4,Pound Cake / Paris Morton Music 2,Drake,62,433800,2013-01-01
0.532,0.85,6,-3.794,0,0.338,0.219,9.92e-05,0.0937,0.613,75.572,4,Kame House,Boba Boyz,16,219600,2018-01-08
0.473,0.832,2,-6.47,1,0.0472,0.0616,0.00063,0.0391,0.714,90.029,4,Women In Uniform,Skyhooks,9,260506,1974
0.758,0.49,6,-7.98,0,0.032,0.356,0.000713,0.0795,0.427,119.966,4,Black Fur,Elder Island,47,291580,2016-11-11
0.894,0.645,7,-10.215,1,0.172,0.00124,1.46e-05,0.0726,0.587,124.547,4,H-B-C,2 LIVE CREW,20,200666,1988-03-21
0.745,0.709,11,-8.961,0,0.0353,0.00766,0.0474,0.143,0.881,114.071,4,Chill Me Out,Masayoshi Takanaka,34,277000,1982
0.799,0.627,0,-8.835,0,0.0851,0.0161,0.000566,0.188,0.779,80.008,4,Killing U and Me,Flox,28,306853,2009
0.765,0.542,1,-6.755,1,0.39,0.278,1.87e-05,0.609,0.734,171.945,4,4th Dimension,KIDS SEE GHOSTS,66,153351,2018-06-08
0.551,0.369,4,-10.582,1,0.0301,0.951,0.00603,0.106,0.601,127.189,1,Many Roads to Follow - Demo,The Nerves,34,134200,2008-11-11
0.616,0.809,9,-6.187,0,0.0333,0.164,0.742,0.248,0.871,159.991,4,La route,Juniore,42,210480,2016-05-20
0.513,0.676,2,-5.337,1,0.0307,0.226,0.00102,0.217,0.221,78.496,4,Under My Skin,Briston Maroney,21,253777,2018-09-24
0.473,0.645,4,-11.958,1,0.0356,0.526,0.000766,0.0835,0.399,170.096,4,Im Glad Youre Doing Well,Cottonwood Firing Squad,37,288211,2018-06-02
0.874,0.581,11,-7.942,1,0.168,0.0697,0.0239,0.416,0.663,91.916,4,Bonita Applebum,A Tribe Called Quest,50,217240,1999-10-26
0.747,0.662,11,-10.068,0,0.291,0.183,0.0,0.262,0.642,95.092,4,The Mad Wunz,Masta Ace Incorporated,9,309493,1993-01-01
0.433,0.535,8,-11.678,1,0.0315,0.465,2.32e-05,0.24,0.721,74.043,4,Day By Day,Eddie Kendricks,33,197040,1972-01-01
0.824,0.727,1,-3.422,0,0.3,0.0611,3.81e-05,0.646,0.812,92.206,4,Chaos,Reflection Eternal,22,252360,1999-01-01
0.52,0.77,1,-8.29,0,0.0305,0.012,0.704,0.102,0.459,88.501,4,Lilys - HBO ‘Made For Love’ Cut,Warpaint,34,219936,2021-04-30
0.505,0.684,8,-5.541,1,0.167,0.258,2.43e-06,0.31,0.728,79.331,4,Fuck the Industry,Solange,32,229695,2008-08-26
0.809,0.312,10,-11.93,1,0.0467,0.0962,0.175,0.167,0.426,91.012,4,Beautiful,Rhye,40,261933,2021-01-22
0.762,0.884,9,-6.578,0,0.108,0.269,0.56,0.0498,0.582,179.948,4,Sexy Brown,Kognitif,7,198577,2012-07-03
0.702,0.729,7,-6.845,1,0.267,0.0249,0.245,0.369,0.557,180.157,4,All the Places,Pete Rock & C.L. Smooth,35,340093,1994-01-01
0.716,0.673,9,-6.982,0,0.131,0.00864,0.0,0.107,0.728,173.989,4,Only,Sublime With Rome,45,160720,2011-07-08
0.613,0.365,1,-15.676,1,0.109,0.609,0.822,0.246,0.554,78.581,4,What Can I Do,Samiyam,31,187280,2017-10-06
0.704,0.544,4,-11.402,0,0.026,0.0873,1.66e-05,0.041,0.628,120.717,4,Stuck With You,Huey Lewis & The News,61,269573,1986-01-01
0.662,0.633,10,-7.897,0,0.0313,0.361,0.842,0.178,0.411,155.019,4,Making Faces,"Dream, Ivory",44,192048,2019-10-31
0.732,0.763,3,-8.531,0,0.0403,0.0266,0.0744,0.145,0.473,144.997,4,Fade - Sane Beats Remix,Jakwob,44,212730,2013-03-17
0.699,0.558,11,-7.622,1,0.0603,0.462,0.0,0.116,0.493,79.992,4,Noticed,Lil Mosey,71,165000,2018-10-19
0.832,0.479,6,-8.707,1,0.0554,0.02,0.176,0.0911,0.377,128.016,4,Life of the Party,Ghostland Observatory,27,304680,2018-09-07
0.577,0.447,8,-5.892,1,0.277,0.00627,0.00022,0.0899,0.189,74.236,4,Swimming Pools (Drank),Kendrick Lamar,75,247800,2012-01-01
0.576,0.352,7,-10.773,0,0.0268,0.7,0.27,0.16,0.36,95.484,4,Undress Me Now,Morcheeba,52,203773,2002-07-01
0.601,0.474,4,-4.944,1,0.0274,0.709,0.0,0.27,0.759,97.116,4,That's How I Got to Memphis,Natural Child,26,209536,2012-03-27
0.451,0.322,7,-9.868,0,0.0444,0.623,0.00177,0.0975,0.265,143.667,4,"I'm the Man, That Will Find You",Connan Mockasin,27,301693,2015-01-23
0.241,0.722,4,-5.161,0,0.0426,0.0145,0.001,0.306,0.142,115.869,3,Justin Scott,Big K.R.I.T.,36,240334,2017-10-27
0.544,0.783,5,-7.108,1,0.0368,0.00218,0.00103,0.266,0.367,109.089,4,Visions Of Paradise,Mick Jagger,43,241360,2001-11-19
0.26,0.879,0,-3.848,1,0.0526,0.085,0.153,0.144,0.605,115.024,4,Boyfriend,Best Coast,45,149813,2010-07-27
0.557,0.614,0,-7.886,1,0.0646,0.427,0.906,0.195,0.491,115.043,4,6669 (I Don't Know If You Know),Neon Indian,35,200893,2009-10-13
0.71,0.534,11,-12.662,1,0.127,0.213,0.0,0.0784,0.7,132.979,4,JcPenney,Canary Julz,11,192981,2015-03-14
0.776,0.378,0,-8.035,1,0.0322,0.435,0.00187,0.11,0.453,135.981,4,Tangerine,Tim Atlas,56,175860,2019-11-08
0.573,0.877,2,-2.046,1,0.0304,0.0205,0.00129,0.222,0.594,92.121,4,Get out of My Mind,Hootie & The Blowfish,43,178400,2005-08-09
0.434,0.764,5,-3.45,1,0.0299,0.0534,0.0,0.437,0.309,51.317,4,Life After You,Daughtry,37,206413,2009-07-10
0.577,0.846,10,-7.606,0,0.0351,0.0356,2.77e-05,0.0814,0.693,115.087,4,Drugs,M.A.G.S.,53,134899,2017-09-07
0.707,0.788,0,-8.538,1,0.031,0.000126,0.517,0.118,0.594,123.023,4,It'll All Be Over - DJ Koze Remix - Radio Edit,Gerry Read,52,188048,2019-04-19
0.818,0.557,6,-8.986,0,0.163,0.0188,0.000225,0.232,0.622,160.003,4,Knicks,Cochise,54,148164,2021-05-07
0.826,0.668,11,-8.646,0,0.311,0.211,0.0,0.1,0.866,89.124,4,Word is Bond,Brand Nubian,43,240586,1994-10-11
0.783,0.576,9,-15.583,0,0.048,0.432,0.0,0.305,0.865,132.886,4,Fata Morgana,EAV (Erste Allgemeine Verunsicherung),42,260160,1985-01-01
0.561,0.64,11,-5.042,0,0.287,0.0678,0.000387,0.148,0.196,78.464,4,Guillotine,Death Grips,48,223364,2011-08-03
0.576,0.418,4,-9.561,0,0.026,0.388,1.11e-05,0.129,0.169,96.698,3,"Moodna, Once With Grace",Gus Dapperton,46,198014,2016-05-17
0.764,0.24,0,-11.229,1,0.105,0.862,0.00663,0.101,0.525,76.019,4,Call Me Up,HOMESHAKE,51,148563,2017-02-03
0.423,0.378,1,-10.488,0,0.0527,0.702,0.000644,0.146,0.0897,143.432,4,(She's) Just a Phase,Puma Blue,58,186727,2017-06-14
0.405,0.463,0,-16.167,1,0.0542,0.00379,0.0442,0.392,0.542,79.451,4,Hurdy Gurdy Man,Donovan,54,193466,1968-10
0.517,0.567,9,-13.868,1,0.0453,0.701,1.09e-05,0.386,0.863,101.491,4,Next,Scott Walker,22,168506,1968
0.845,0.517,1,-9.35,1,0.31,0.202,0.00237,0.134,0.641,117.929,4,Make You Feel That Way,Blackalicious,48,206400,2002-04-30
0.368,0.69,9,-6.355,1,0.0313,0.33,0.0801,0.236,0.537,117.02,4,Firebird Lane,levitation room,24,282866,2015-02-07
0.703,0.493,8,-5.318,1,0.0998,0.275,0.169,0.0633,0.627,93.006,4,Apparition in the Night,Marcus D,11,258720,2017-04-11
0.611,0.658,9,-5.781,0,0.0333,0.232,2.4e-05,0.0848,0.889,132.597,4,I'm Livin' For You Girl,The Grass Roots,35,152426,1969-11-01
0.681,0.531,5,-7.315,1,0.0884,0.396,1.33e-06,0.071,0.173,87.006,4,Deixa Acontecer,Laura Lavieri,39,233666,2018-08-31
0.776,0.515,10,-7.415,0,0.411,0.137,0.0,0.321,0.448,162.488,3,BULLETPROOF (feat. Jay 305),YG,43,153706,2018-08-03
0.489,0.538,5,-14.531,1,0.025,0.00132,0.751,0.183,0.701,96.765,4,Love Is Love,The Blackbyrds,31,286920,1974-11-01
0.394,0.619,9,-6.362,0,0.128,0.0417,0.00616,0.0808,0.402,85.556,4,Cuffed,Nick Hakim,43,351386,2017-05-19
0.357,0.525,9,-8.945,0,0.0507,0.388,0.0167,0.471,0.397,88.554,4,Brazillia,Febueder,37,253504,2014-10-13
0.541,0.571,4,-10.745,0,0.0373,0.127,3.83e-06,0.275,0.666,117.067,4,Time Of The Season,The Zombies,57,214066,1968-01-01
0.551,0.703,11,-7.016,1,0.0286,0.0136,0.829,0.0969,0.762,128.108,4,Bookshop Casanova,The Clientele,20,233613,2007-05-08
0.619,0.339,11,-16.781,1,0.0435,0.907,0.0873,0.124,0.727,78.959,4,Tandem Jump,Jonathan Richman,40,134426,1992-01-01
0.483,0.0584,0,-21.374,1,0.0322,0.919,0.154,0.0953,0.695,97.57,4,Lullabye,Emitt Rhodes,51,65773,2009-07-14
0.296,0.948,8,-5.417,1,0.0664,0.00262,4.45e-05,0.619,0.318,109.757,4,Livin' Loose,George Clanton,43,349280,2018-08-17
0.675,0.658,4,-10.795,0,0.362,0.000892,5.44e-05,0.0441,0.407,176.213,4,Sacrifice,Group Home,36,206600,1995-01-01
0.826,0.667,6,-9.242,0,0.327,0.0327,0.002,0.121,0.602,93.958,4,What a Way to Go Out,Souls Of Mischief,31,239240,1993-02-13
0.577,0.385,11,-6.648,1,0.0332,0.944,0.622,0.109,0.163,141.064,4,Reasons,El Michels Affair,45,196497,2020-06-01
0.562,0.527,1,-12.451,1,0.517,0.442,0.0,0.0909,0.49,159.438,4,Double Dragons (Traxx Factz),Jay Wex,5,226246,2023-02-03
0.653,0.584,5,-10.017,0,0.227,0.257,4.67e-05,0.729,0.812,90.165,4,Without A Clue,The 1978ers (yU & Slimkat),27,226346,2014-11-11
0.268,0.778,10,-6.595,1,0.0313,0.0381,0.0134,0.0856,0.464,150.228,4,Thinking About You,Frankie and the Witch Fingers,37,291178,2017-04-22
0.736,0.713,0,-12.218,1,0.0507,0.136,0.925,0.0609,0.522,117.006,4,If We Can Make It Here,Session Victim,15,272487,2017-06-02
0.747,0.719,6,-11.681,1,0.149,0.027,0.00117,0.124,0.742,94.996,4,Losers,Godfather Don,5,240318,1991
0.474,0.337,9,-16.869,1,0.041,0.477,0.0,0.34,0.739,128.657,4,Here I Go,Syd Barrett,34,191866,1970
0.721,0.765,7,-4.62,1,0.15,0.0902,0.0,0.257,0.716,98.127,4,That Girl - prod. Erick Sermon,Erick Sermon,10,233487,2019-04-19
0.466,0.579,0,-9.31,1,0.0392,0.832,0.258,0.0984,0.307,171.162,3,Gasoline & Mirrors,Bibio,24,343640,2016-04-01
0.697,0.464,0,-6.019,1,0.0259,0.147,4.51e-06,0.139,0.667,89.293,4,Vickie,Peach Pit,51,223944,2022-03-04
0.729,0.749,11,-8.647,0,0.288,0.00638,0.0,0.0801,0.894,104.857,4,Humanati,Mike Jimenez,22,206998,2022-02-08
0.476,0.537,5,-8.982,1,0.0315,0.0814,0.005,0.0727,0.357,172.009,4,BNBG,Djo,43,218448,2019-09-13
0.676,0.703,10,-6.863,0,0.322,0.23,0.0,0.184,0.683,92.061,4,Intergalactic Soul featuring Phonte Of Little Brother,Dj Spinna,6,249133,2006-07-17
0.749,0.512,1,-9.595,0,0.0466,0.0488,6.84e-05,0.111,0.499,98.691,4,Once I Had A Love (AKA The Disco Song) - 1975 Version / Remastered 2001,Blondie,46,238973,1978-02-01
0.788,0.677,7,-7.533,1,0.121,0.00627,0.419,0.0472,0.705,92.005,4,Blazing Don't Stop - Regrind 09,Rae & Christian,20,149801,2017-03-12
0.574,0.539,0,-12.273,1,0.177,0.336,0.00515,0.196,0.507,119.94,4,Hell Is Round The Corner,Tricky,53,227066,1995
0.758,0.838,9,-5.221,1,0.083,0.16,3.33e-05,0.113,0.939,94.97,4,The Caged Bird Sings,The Polish Ambassador,21,247532,2015-08-07
0.664,0.723,0,-8.014,1,0.156,0.322,4.99e-05,0.107,0.637,153.925,4,History,Thievery Corporation,32,222305,2018-04-20
0.817,0.85,8,-6.268,1,0.272,0.0259,8.8e-06,0.166,0.675,93.985,4,Here I Come - Feat. Voltio; Explicit,Tony Touch,7,219560,2005-01-01
0.386,0.856,5,-3.905,1,0.0579,0.000102,0.534,0.0482,0.429,78.407,3,W.I.G.T.S.,S.Maharba,35,153572,2012-04-24
0.524,0.182,9,-13.154,1,0.0637,0.689,0.000106,0.16,0.158,85.72,4,Outside with the Cuties,Frankie Cosmos,48,154305,2016-04-01
