0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.537,0.694,1,-10.103,1,0.0327,0.394,0.0906,0.09,0.426,98.235,4,Heaps Of Sheeps,Robert Wyatt,26,296826,1997
0.611,0.51,1,-8.728,0,0.0283,0.299,0.000407,0.154,0.484,104.346,4,No Doubt About It,Hot Chocolate,37,269840,1987-02-09
0.86,0.684,0,-8.423,1,0.149,0.114,0.0,0.112,0.477,103.006,4,Beethoven (feat. DDG),Kenndog,36,195728,2021-11-19
0.387,0.445,7,-10.117,1,0.0326,0.413,0.0,0.436,0.267,140.542,4,誓い,The Stylistics,0,350093,2006
0.699,0.589,11,-8.074,0,0.0448,0.503,0.0,0.258,0.839,94.535,4,Never Had A Love Like This Before - Remastered 2004,Tavares,34,275706,1979
0.635,0.496,5,-10.708,0,0.318,0.416,1.12e-06,0.0922,0.683,129.991,4,Sophisticated Boom Boom,The Shangri-Las,30,129226,1996-01-01
0.497,0.845,9,-6.73,0,0.102,0.406,0.0413,0.111,0.368,153.856,4,K.C. Yours,Avey Tare,18,372030,2019-03-22
0.661,0.561,8,-6.679,1,0.0299,0.653,0.000226,0.108,0.272,104.12,4,Rockaway,Summer Salt,41,170101,2014-07-04
0.495,0.726,7,-9.358,1,0.04,0.425,0.726,0.518,0.513,141.791,4,My Jinji - Audiotree Live Version,Sunset Rollercoaster,38,408693,2018-10-18
0.484,0.521,4,-7.321,0,0.0389,0.766,0.00279,0.103,0.395,96.295,3,Everybody's Gotta Live,Love,38,243373,1971
0.472,0.366,11,-12.595,0,0.0286,0.15,0.312,0.0837,0.171,127.163,4,Comfortably Numb,Pink Floyd,72,382296,1979-11-30
0.461,0.537,3,-7.591,1,0.0284,0.232,0.0,0.376,0.352,133.11,4,Beginning to Blue,Still Corners,34,189960,2013-05-07
0.613,0.286,7,-10.604,1,0.048,0.305,0.94,0.566,0.166,85.728,4,Forgotten,Marcus D,40,140133,2018-05-29
0.581,0.753,5,-4.583,1,0.0317,0.0282,1.13e-05,0.189,0.652,107.01,4,Trying,FUR,35,204881,2017-05-21
0.824,0.869,0,-7.781,1,0.0433,0.00238,0.682,0.0887,0.819,98.007,4,Butterfly Dub,Protassov,39,264333,2011-09-09
0.869,0.699,8,-3.051,1,0.0639,0.332,0.00595,0.047,0.734,87.536,4,I Can't Stand The Rain/ Same Complaint,Hortense Ellis & Prince Weedy,7,432093,2010-05-03
0.412,0.94,4,-4.566,1,0.0405,0.000198,0.454,0.128,0.847,79.891,4,Vad Hände Med Dem?,The Brian Jonestown Massacre,45,281293,2014-05-19
0.611,0.892,8,-7.394,0,0.0511,0.268,0.839,0.058,0.972,157.547,4,Between the Buttons,Klaus Johann Grobe,29,287566,2014-04-28
0.615,0.749,4,-6.675,1,0.0327,0.0947,0.201,0.121,0.574,100.902,4,The One to Wait,CCFX,42,393226,2017-10-20
0.586,0.614,4,-7.275,1,0.0307,0.0803,1.94e-05,0.152,0.301,88.222,4,Let It Pass,Jakob,50,126697,2017-06-16
0.571,0.725,1,-6.809,1,0.397,0.104,0.0,0.0856,0.687,200.03,4,Kites,N.E.R.D,38,290933,2017-12-15
0.549,0.756,6,-6.304,1,0.0406,0.0134,4.4e-05,0.419,0.346,134.972,4,S'gonna,Okey Dokey,17,210506,2019-03-22
0.59,0.823,7,-6.203,1,0.0385,0.0469,1.1e-05,0.121,0.604,114.033,4,Mary,Moses Gunn Collective,23,256567,2014-11-11
0.853,0.596,4,-6.3,0,0.189,0.0831,0.0,0.517,0.433,132.991,4,Pull Up (feat. Joey Bada$$ & A$AP Ferg),Powers Pleasant,38,181066,2019-08-23
0.487,0.799,7,-5.927,1,0.0408,0.0284,0.000119,0.166,0.842,123.121,4,Ozma,Shannon & The Clams,43,207546,2013-05-21
0.816,0.597,1,-6.407,1,0.281,0.147,0.0,0.138,0.558,92.04,4,Thieves In The Night,Black Star,50,311960,1998-09-29
0.124,0.931,1,-6.741,1,0.072,1.3e-06,2.22e-05,0.138,0.324,152.878,4,The Crawler,Ty Segall,21,143720,2014-07-22
0.585,0.906,0,-5.152,1,0.0349,0.00635,0.00195,0.205,0.981,98.824,4,No Face,The Suicide Machines,44,113293,1996-01-01
0.437,0.976,6,-4.358,1,0.0647,0.000993,0.554,0.0576,0.61,136.361,4,It's Gonna Be A Long Night,Ween,45,170293,2003-08-05
0.534,0.377,5,-15.203,0,0.103,0.509,0.0,0.0947,0.638,90.123,4,Do You Believe,Supreme Jubilees,37,241680,2015-01-20
0.773,0.794,2,-5.486,1,0.215,0.0976,2.89e-05,0.384,0.541,90.848,4,Cold World,GZA,44,331000,1995-11-07
0.798,0.694,0,-4.16,1,0.0413,0.149,0.576,0.129,0.916,112.041,4,The Fall - Maurice Fulton Remix,Rhye,23,393904,2012-01-01
0.843,0.635,8,-8.379,0,0.0795,0.432,0.00182,0.863,0.941,111.023,4,Sunshine,Flight Facilities,42,265009,2014-10-24
0.751,0.802,7,-6.68,0,0.0312,0.202,0.443,0.108,0.898,125.248,4,Happiness Is Just Around The Bend,Brian Auger,12,392186,2004
0.734,0.495,1,-11.024,1,0.0377,0.581,0.165,0.127,0.505,92.02,4,There's a Light,Bushy,30,282360,1999
0.831,0.581,9,-14.962,1,0.0463,0.0167,0.423,0.0962,0.969,90.993,4,Pistachio,Alberto Bof,29,197802,2019-04-24
0.389,0.694,6,-5.442,0,0.257,0.00104,0.0,0.125,0.356,159.118,4,Stop,Rapper Big Pooh,19,192374,2015-03-24
0.721,0.934,7,-3.205,1,0.299,0.0649,0.0,0.157,0.784,153.955,4,Stuck Like Glue,Just Say Plz,15,224415,2018-12-04
0.434,0.922,0,-3.886,1,0.141,0.0146,0.0,0.198,0.766,173.494,4,Date Rape Stylee - Rarities Version,Sublime,33,248503,1991
0.639,0.758,11,-7.779,0,0.037,0.401,0.851,0.144,0.601,82.961,4,The Dandelion,Oracle Sisters,50,219884,2020-12-02
0.768,0.709,5,-4.87,0,0.196,0.227,0.0,0.504,0.824,95.972,4,Personality (feat. T Pain),Lil Dicky,43,258836,2015-07-31
0.446,0.24,9,-17.72,1,0.0325,0.00763,0.854,0.189,0.203,121.407,4,Survivor,Klaus Weiss,27,163905,1978-01-01
0.721,0.774,7,-6.2,1,0.226,0.399,0.0,0.154,0.66,94.033,4,Jazzhop,Kero One,18,209013,2017-06-20
0.84,0.47,10,-8.489,0,0.153,0.569,0.73,0.129,0.868,89.967,4,The Boss,Pete Rock,33,288026,2001
0.787,0.335,5,-4.837,0,0.0826,0.125,0.00444,0.132,0.582,119.185,4,Foreplay,Jalen Santoy,62,171432,2020-02-14
0.87,0.559,11,-12.917,1,0.372,0.165,0.000192,0.0752,0.639,91.438,4,Age Ain't Nothin But a #,Chi-Ali,17,267626,1992-03-24
0.329,0.913,1,-2.624,0,0.104,0.00173,1.49e-05,0.195,0.782,184.657,4,Hertz,Amyl and The Sniffers,43,153800,2021-09-10
0.74,0.824,1,-5.09,1,0.303,0.364,0.0,0.302,0.683,88.733,4,Wild for the Night,Rampage,33,272560,1997-07-18
0.511,0.759,5,-4.665,1,0.311,0.346,0.0,0.162,0.735,81.745,4,It Never Ends,Nas,25,212123,2019-07-19
0.451,0.46,2,-9.512,1,0.0412,0.571,0.000367,0.34,0.495,128.866,4,"I Miss You, Pt. 1 (feat. Teddy Pendergrass)",Harold Melvin & The Blue Notes,33,198800,1972-02-01
0.693,0.6,10,-8.424,1,0.414,0.0948,0.0,0.116,0.722,91.388,4,Love in Love Out,Cormega,30,191440,2002-06-25
0.597,0.615,9,-7.692,1,0.0583,0.107,2.55e-05,0.0951,0.421,137.224,4,Universal Train,Father's Children,16,376840,2011-06-21
0.89,0.716,1,-9.673,1,0.296,0.174,0.000589,0.0657,0.656,99.987,4,Chief Rocka,Lords Of The Underground,56,247400,1993-01-01
0.441,0.43,0,-8.669,1,0.0329,0.838,0.000419,0.608,0.548,135.24,4,Sail Away,Albertina Walker,14,206626,2011-09-27
0.807,0.872,6,-3.187,1,0.24,0.00368,4.36e-06,0.0661,0.75,93.715,4,Defeat,Afu-Ra,37,204013,2000-10-24
0.808,0.837,9,-6.583,0,0.0459,0.238,0.862,0.0578,0.654,92.002,4,Lebanese Blonde,Thievery Corporation,59,288826,2000-08-09
0.468,0.592,11,-12.305,0,0.0386,0.0446,0.843,0.34,0.391,95.94,3,E. Coli - Instrumental,The Alchemist,37,132247,2018-11-30
0.565,0.763,11,-7.043,0,0.0584,0.27,0.0087,0.299,0.283,139.995,4,The Handshake,MGMT,41,219626,2007-12-14
0.751,0.62,10,-8.693,0,0.105,0.0245,0.793,0.223,0.319,96.61,4,Inner Peace,Klaus Layer,8,172000,2020-09-25
0.59,0.438,6,-12.594,0,0.0508,0.292,0.00216,0.103,0.727,83.506,4,"Baby, This Love I Have",Minnie Riperton,51,250866,1975-05-22
0.469,0.913,11,-2.611,0,0.373,0.271,0.0,0.45,0.733,167.96,4,F*** You,The LOX,41,247773,2000-01-01
0.806,0.918,0,-7.463,1,0.0578,0.154,0.0888,0.0803,0.81,108.93,4,Love And Death,Ebo Taylor,26,497741,1977
0.644,0.537,11,-11.113,0,0.0314,0.296,0.409,0.0778,0.159,104.932,4,Psychotic Opera,Small Leaks Sink Ships,32,222533,2017-10-13
0.574,0.542,4,-7.773,0,0.138,0.0227,0.868,0.288,0.383,82.427,4,Ms. Ho,Onra,53,116758,2011-11-15
0.424,0.606,6,-6.062,0,0.159,0.106,0.000272,0.144,0.397,213.788,4,Some Girl (feat. Steve Lacy),GoldLink,59,342244,2017-03-24
0.775,0.654,11,-6.47,0,0.0586,0.0371,0.0652,0.0817,0.443,90.985,4,リピート,TOKYO HEALTH CLUB,25,246893,2020-04-15
0.642,0.355,5,-14.196,1,0.0329,0.0951,3.44e-05,0.0865,0.725,180.26,4,Wave of Mutilation - UK Surf,Pixies,53,180133,2014-12-01
0.816,0.471,10,-13.244,0,0.291,0.112,0.0,0.117,0.742,95.248,4,I Got It Made,Special Ed,43,221986,1989-05-29
0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,4,Revenge,XXXTENTACION,84,120026,2017-08-25
0.859,0.647,6,-9.319,1,0.186,0.0265,0.00381,0.15,0.774,97.981,4,Amazing,Grand Puba,44,242026,1995-06-20
0.761,0.478,5,-9.888,1,0.0408,0.00435,0.651,0.383,0.569,98.007,4,Slim's Night Out,PillowTalk,48,166680,2014-03-17
0.298,0.931,1,-5.226,1,0.369,0.125,0.00346,0.324,0.699,147.596,4,START AND END,Yu Mamiya,36,259065,2020-04-24
0.796,0.602,8,-6.84,0,0.241,0.000297,0.937,0.0909,0.9,97.19,4,Cruising Blue,Ljones,21,217407,2016-06-03
0.855,0.831,1,-3.333,0,0.238,0.0308,1.78e-05,0.104,0.942,93.972,4,Take Ya Home,Bow Wow,30,239786,2001
0.84,0.48,7,-5.484,1,0.0958,0.677,0.0743,0.152,0.836,90.29,4,Rebirth,Shingo Suzuki,20,196711,2011-07-27
0.395,0.892,4,-7.107,1,0.599,0.104,0.0,0.197,0.545,179.055,4,Pop the Trunk,Real Live,15,200066,1996-06-01
0.569,0.915,11,-5.718,1,0.083,0.203,0.716,0.536,0.768,133.008,4,Sleepwalkers,The Hundred In The Hands,13,233986,2010-05-17
0.573,0.703,11,-11.043,1,0.3,0.241,2.91e-06,0.223,0.754,92.134,4,It Could Happen,Shabaam Sahdeeq,9,208483,1996-08-14
0.592,0.817,6,-5.709,0,0.273,0.159,6.85e-05,0.169,0.662,108.473,4,Nostalgia,Marco Polo,33,290200,2007-05-15
0.68,0.579,3,-6.804,1,0.04,0.852,3.75e-05,0.102,0.602,93.088,4,Ben's My Friend,Sun Kil Moon,26,316626,2014-03-14
0.528,0.479,9,-11.718,0,0.0366,0.0549,0.0,0.0666,0.482,87.22,4,Highways,Jim Sullivan,32,171053,1969
0.646,0.752,0,-5.652,1,0.268,0.664,0.0,0.17,0.761,99.948,4,Rhymes Like Dimes,MF DOOM,65,258613,1999-10-19
0.762,0.645,0,-10.253,1,0.0507,0.0932,0.157,0.0941,0.826,118.023,4,Nothing Wrong,WAYNE SNOW,39,192849,2017-03-24
0.886,0.525,8,-7.39,1,0.131,0.236,0.0,0.057,0.708,145.99,4,Broccoli (feat. Lil Yachty),DRAM,59,225205,2016-10-21
0.722,0.456,8,-9.497,1,0.0523,0.239,5.59e-05,0.401,0.436,80.456,4,Dispute,The Frightnrs,44,193293,2016-09-02
0.648,0.786,11,-11.465,0,0.0382,0.0381,0.147,0.583,0.707,136.771,4,What I Want,Dead Or Alive,15,323440,1984
0.557,0.215,4,-10.033,0,0.0319,0.854,0.843,0.147,0.173,125.685,4,Umaro - Instrumental,Mac DeMarco,29,135775,2018-04-21
0.714,0.583,2,-13.881,1,0.0769,0.0576,0.874,0.0721,0.962,169.504,4,Short Change,Ohio Players,8,232191,1973-09-26
0.749,0.802,7,-6.159,0,0.0471,0.0332,0.0499,0.611,0.826,106.077,4,Flashlight,Parliament,47,267800,1998-05-26
0.309,0.52,8,-8.472,1,0.0519,0.102,0.00148,0.0796,0.605,179.119,4,Somebody Made For Me,Emitt Rhodes,50,146680,2009-07-14
0.842,0.39,7,-11.421,0,0.145,0.257,0.248,0.264,0.806,168.07,4,Limited Time Luxury,Domsta,46,75755,2020-05-29
0.73,0.62,9,-7.238,0,0.43,0.0588,0.0,0.178,0.668,141.971,4,Mind on My Money,DJ Screw,8,383466,1999-10-05
0.756,0.696,8,-7.036,1,0.128,0.000939,0.0276,0.0414,0.635,154.047,4,Dawai,DJ Pirna,6,197045,2022-10-07
0.534,0.87,11,-3.078,0,0.0425,0.000334,0.0,0.241,0.462,126.019,4,So What,P!nk,74,215160,2008-10-24
0.717,0.447,4,-9.529,0,0.369,0.193,0.0,0.0937,0.86,84.09,4,Justine's Interlude - A COLORS SHOW,GoldLink,55,132232,2019-01-10
0.703,0.493,1,-11.281,1,0.345,0.114,0.0,0.308,0.467,92.991,4,Operation Lock Down,Heltah Skeltah,22,445933,1996-01-01
0.589,0.527,0,-9.962,1,0.0342,0.599,0.000111,0.0853,0.132,133.981,4,Miss Summer,ODIE,67,162376,2020-10-23
0.668,0.742,0,-9.198,1,0.0415,0.475,0.762,0.436,0.85,134.438,4,Sister Love,Donald Byrd,22,371960,1973-01-01
0.683,0.895,5,-4.707,1,0.336,0.0539,0.0,0.139,0.586,100.758,4,I Ain't Havin That,Heltah Skeltah,29,305066,1998-01-01
0.229,0.456,3,-9.566,1,0.0354,0.127,0.162,0.097,0.271,199.935,3,Is There a Place I Can Go,Trudy and the Romance,52,278413,2017-11-17
0.526,0.978,8,-5.436,1,0.108,0.00122,4.75e-05,0.0744,0.451,141.167,4,Panama - 2015 Remaster,Van Halen,72,210226,1984-01-04
0.66,0.465,9,-9.88,1,0.0871,0.763,8.01e-05,0.15,0.391,120.205,4,In a Dream,Hether,35,180000,2019-11-08
0.705,0.417,1,-12.977,1,0.0869,0.582,0.852,0.119,0.785,75.037,4,Very Spooky,Mac DeMarco,36,164011,2020-10-09
0.49,0.605,9,-8.285,0,0.0406,0.225,0.0136,0.0551,0.458,178.508,4,The Show Is Over,"Evelyn ""Champagne"" King",37,342400,1977-10-22
0.705,0.496,1,-10.951,0,0.0549,0.0505,0.771,0.13,0.773,111.515,4,The Ocean (Reprise),Ultimate Painting,18,65157,2015-08-07
0.358,0.305,1,-16.09,0,0.0541,0.93,0.0,0.275,0.0779,130.922,3,call me maybe,JPEGMAFIA,41,363692,2013-02-14
0.55,0.979,4,-4.008,0,0.393,0.37,6e-05,0.312,0.741,115.082,5,Crowd Pleasa,El Da Sensei,34,237066,2011-04-12
0.241,0.722,4,-5.161,0,0.0426,0.0145,0.001,0.306,0.142,115.869,3,Justin Scott,Big K.R.I.T.,36,240334,2017-10-27
0.666,0.473,5,-10.06,0,0.0454,0.154,0.00317,0.109,0.409,75.002,4,American Daydream,Electric Guest,46,168626,2012-01-01
0.826,0.668,11,-8.646,0,0.311,0.211,0.0,0.1,0.866,89.124,4,Word is Bond,Brand Nubian,43,240586,1994-10-11
0.913,0.374,8,-7.423,0,0.371,0.0138,0.000108,0.121,0.378,93.602,4,Da Jawn,Bahamadia,24,319026,1996-04-02
0.891,0.777,0,-6.934,1,0.266,0.0244,6.72e-05,0.181,0.646,93.433,4,Grand Groove - Bonus Mix,Intelligent Hoodlum,27,238400,1993-06-22
0.719,0.589,5,-11.87,1,0.0302,0.128,0.1,0.13,0.819,124.685,4,Be Near Me,ABC,41,219826,1985-10
0.308,0.693,1,-11.552,0,0.278,0.0298,0.0169,0.342,0.514,180.689,3,Audi Wagon,Gradis Nice,8,113000,2022-12-19
0.587,0.685,10,-6.516,0,0.0286,0.0393,0.00307,0.197,0.244,110.077,4,My Only Chance,The Toxic Avenger,46,408020,2016-07-05
0.596,0.563,6,-9.547,1,0.354,0.481,0.0,0.14,0.586,76.924,4,Prince Charming,Action Bronson,44,151049,2018-11-01
0.726,0.207,9,-9.281,0,0.0284,0.361,0.0116,0.189,0.278,104.193,4,Blue Factory Flame,Songs: Ohia,28,510293,2002-03-05
0.584,0.949,11,-5.425,0,0.0515,0.00193,0.917,0.215,0.7,100.712,4,Chicago Falcon,The Budos Band,43,173320,2007-07-07
0.733,0.54,6,-12.901,0,0.0558,0.059,0.882,0.126,0.563,95.097,3,Burgundy Whip,Madlib,26,162400,2017-03-24
0.597,0.769,9,-7.293,1,0.229,0.354,1.86e-05,0.188,0.764,171.325,4,Still Got a Way to Fall,Nicole Willis,37,227000,2017-09-29
0.63,0.632,5,-13.434,0,0.155,0.0803,0.0038,0.162,0.94,89.927,4,Onde Anda O Meu Amor,Orlandivo,28,222160,1977-01-13
0.745,0.489,7,-9.12,1,0.0382,0.411,0.00742,0.196,0.788,134.977,3,The Thinker,Psychedelic Porn Crumpets,43,111240,2017-12-15
0.481,0.309,4,-14.76,0,0.0359,0.626,0.0317,0.12,0.363,122.376,4,Sou,Ana Mazzotti,33,146507,1977-09-13
0.478,0.665,7,-5.81,0,0.248,0.0586,0.0,0.207,0.347,171.392,4,Homage (feat. Frank West),The Left,11,224200,2012-05-22
0.531,0.576,11,-8.214,1,0.211,0.168,0.0,0.0876,0.197,99.282,5,Mona Lisa,Apollo Brown,16,169574,2018-10-26
0.672,0.421,4,-9.91,0,0.284,0.359,0.806,0.0841,0.298,99.002,4,Cheltenham Cases,Chapelier Fou,41,80613,2020-10-16
0.722,0.792,7,-5.316,1,0.175,0.103,0.0,0.261,0.84,75.004,4,Girlfriend,Bow Wow,44,284826,2007-12-10
0.849,0.499,2,-7.872,1,0.271,0.117,4.97e-05,0.268,0.504,92.982,4,Magic Stick,Lil' Kim,55,359973,2003-03-03
0.637,0.656,8,-7.946,1,0.0513,0.0301,0.0133,0.188,0.268,163.012,4,Cancun Sega,GabFreakyPie,42,112432,2021-06-09
0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,4,Self Care,Mac Miller,76,345133,2018-08-03
0.617,0.768,0,-8.911,1,0.0628,0.0168,1.65e-06,0.576,0.67,138.861,4,Dirty White Boy,Foreigner,48,218866,1979-09-10
0.606,0.649,11,-8.372,1,0.392,0.115,0.00019,0.824,0.877,174.081,4,The Enemy (feat. Fat Joe),Big L,58,168013,2000-06-11
0.589,0.759,2,-12.767,1,0.04,0.00702,0.142,0.066,0.511,100.995,4,Foam,Divino Niño,35,184975,2019-06-21
0.929,0.83,7,-11.963,1,0.167,0.183,1.14e-05,0.0885,0.854,104.044,4,Drop the Bomb,Brand Nubian,16,301893,1990-11-30
0.6,0.718,11,-7.833,0,0.108,0.0335,0.0478,0.156,0.597,120.033,4,Together We Stand,Myd,41,211120,2021-04-30
0.611,0.625,0,-7.202,1,0.0251,0.0166,0.0285,0.144,0.737,179.89,4,Nothing in This Town,The Dig,36,274496,2018-05-04
0.452,0.588,9,-7.672,1,0.0475,0.000598,0.0082,0.109,0.314,77.662,4,Long Distance,The Districts,8,374745,2014-10-07
0.526,0.723,5,-5.59,1,0.0294,0.3,0.00698,0.058,0.744,159.685,4,Two Weeks,Grizzly Bear,66,246213,2009-05-24
0.893,0.662,0,-7.042,1,0.146,0.0678,0.235,0.0751,0.79,121.498,4,You Can't Change A Man,Christy Essien,37,241332,2018-05-25
0.694,0.443,0,-9.669,1,0.0336,0.544,0.00498,0.564,0.853,86.001,4,My Thing,Wilfred Luckie,36,274653,1978-01-01
0.593,0.392,10,-6.872,0,0.0257,0.382,0.000114,0.131,0.25,75.065,4,You & Me - Flume Remix,Disclosure,69,282812,2013-06-03
0.522,0.308,5,-13.604,1,0.0315,0.276,0.00215,0.111,0.168,119.325,4,Smoochie,Father John Misty,29,225627,2017-04-07
0.533,0.886,0,-5.418,1,0.072,0.104,0.000118,0.355,0.706,99.928,4,Champ,White Denim,8,182426,2010-09-23
0.503,0.927,0,-5.582,1,0.0557,0.395,0.000472,0.222,0.573,129.272,4,La Guarachera,Tito Puente,35,164986,1966-12-31
0.175,0.468,9,-11.151,1,0.0313,9.28e-05,0.809,0.147,0.383,189.534,3,Too Wet,Froth,28,171180,2014-01-02
0.515,0.872,9,-8.466,1,0.0324,0.212,0.712,0.142,0.48,118.803,4,"Look So Good, Be So Good",The Shivas,22,359800,2010-04-01
0.492,0.455,0,-10.165,1,0.1,0.38,1.37e-05,0.12,0.316,91.633,4,Here Today Gone Tomorrow,Ohio Players,39,215720,1999
0.686,0.223,5,-20.26,0,0.0364,0.648,0.108,0.109,0.123,132.273,4,treehouse,confide,43,174480,2023-02-27
0.661,0.618,6,-5.023,1,0.167,0.371,0.000222,0.114,0.523,75.029,4,Trigger Of Love,JAWNY,62,170023,2020-10-27
0.38,0.203,4,-18.806,0,0.0371,0.946,0.92,0.0954,0.458,83.318,4,Fai presto fai presto,Gianni Ferrio,13,205380,1975
0.722,0.815,1,-5.357,1,0.0756,0.0255,0.0,0.17,0.838,112.971,4,Young & Alive - Bazzi vs. Haywyre Remix,Bazzi vs.,37,167787,2020-04-16
0.588,0.801,0,-6.522,0,0.32,0.617,3.93e-06,0.13,0.57,159.881,4,Joyful Noise - The Chill AF Mix,Raheem DeVaughn,18,250560,2019-06-28
0.344,0.389,1,-17.961,0,0.0422,0.492,0.00361,0.125,0.727,172.675,4,Body Heat,Quincy Jones,34,238866,1974-01-01
0.691,0.737,8,-6.614,0,0.311,0.204,0.0,0.193,0.701,86.019,4,The Projects,Wu-Tang Clan,37,197906,1997-06-03
0.307,0.754,4,-7.37,1,0.0373,0.0672,0.164,0.153,0.383,135.967,4,Seaquest,Sleepy Sun,32,266946,2017-06-09
0.734,0.525,3,-14.826,0,0.27,0.0773,0.31,0.0735,0.332,81.936,4,I Wanna Get High,Cypress Hill,56,174600,1993-07-20
0.199,0.4,9,-11.752,1,0.0611,0.968,0.979,0.104,0.0739,205.688,4,Pier Café,Harmless,61,91579,2012-08-14
0.335,0.833,11,-7.302,0,0.367,0.0197,0.0,0.816,0.524,163.553,4,Fast Not Slow,Planet Asia,15,168990,2018-01-19
0.722,0.66,11,-9.132,1,0.347,0.36,0.0,0.242,0.62,169.986,4,I Shoulda Used A Rubba,Big L,29,275503,2017-06-23
0.548,0.824,8,-8.217,0,0.0425,0.00503,0.826,0.13,0.274,124.274,4,Paradise,Wild Nothing,34,330920,2012-08-27
0.472,0.875,4,-5.024,0,0.0445,0.00356,0.00529,0.128,0.458,136.053,4,Yet Again,Grizzly Bear,47,318423,2012-09-17
0.612,0.329,4,-12.796,0,0.03,0.763,0.867,0.116,0.363,99.031,4,Peachy,Evolfo,29,211266,2017-04-07
0.565,0.864,2,-5.603,0,0.0329,0.000227,0.788,0.0422,0.946,142.815,4,RYDEEN(2018 Bob Ludwig Remastering),YELLOW MAGIC ORCHESTRA,17,266306,1979
0.736,0.969,1,-5.333,1,0.226,0.00651,0.0,0.16,0.565,91.606,4,This Is What It Comes Too,Raekwon,23,167685,2017-03-24
0.734,0.859,7,-7.237,0,0.0922,0.215,0.343,0.0823,0.908,112.941,4,Born Under Punches (The Heat Goes On) - 2005 Remaster,Talking Heads,49,349280,1980-10-08
0.868,0.658,1,-8.945,1,0.318,0.0928,0.0,0.0846,0.769,94.125,4,Nutshell,Phife Dawg,37,164019,2016-04-05
0.586,0.384,2,-13.231,1,0.0331,0.208,0.443,0.239,0.696,128.611,4,Destination,Felt,34,402133,1971
0.769,0.516,1,-7.295,0,0.292,0.142,0.0,0.0819,0.108,86.988,4,Ghetto Biz (Original Version),Miilkbone,17,237026,2013-08-08
0.681,0.838,0,-6.538,1,0.0797,0.0874,0.49,0.348,0.456,112.608,4,The Outsider,Lack Of Afro,43,227346,2007-09-24
0.32,0.62,0,-9.686,1,0.0594,0.64,6.36e-05,0.253,0.472,86.327,4,You Can't Always Get What You Want,The Rolling Stones,64,448720,1969-12-05
0.676,0.239,4,-13.444,1,0.03,0.91,0.000303,0.0959,0.333,85.015,4,In My Life,Johnny Cash,51,177000,2002-01-01
0.581,0.542,10,-10.601,1,0.0309,0.66,0.887,0.0945,0.337,97.052,4,Alberto Balsalm,Dungen,37,287226,2016-11-25
0.772,0.65,2,-7.449,0,0.0341,0.0047,0.733,0.146,0.197,120.014,4,Like A Fool,Crazy P,53,305649,2015-05-11
0.828,0.724,9,-7.217,1,0.113,0.045,0.0606,0.132,0.695,96.2,4,Necessary Evil,Unknown Mortal Orchestra,52,317800,2015-05-26
0.358,0.663,6,-9.529,1,0.0377,0.398,0.922,0.125,0.468,121.776,4,Key Largo,Arbes,30,218450,2015-07-31
0.43,0.971,1,-4.707,0,0.0629,0.0501,0.297,0.11,0.509,87.518,4,¡Otra Vez! (feat. Blackbird Raum),Star Fucking Hipsters,24,153013,2011-10-11
0.464,0.799,7,-3.003,1,0.0445,0.153,0.000287,0.0989,0.214,86.357,4,Pain in My Love,Jimmy Whispers,5,158373,2015-03-24
0.777,0.743,0,-5.141,1,0.0317,0.205,3.36e-06,0.131,0.972,105.988,4,Jouer le jeu,The Pirouettes,38,179400,2016-09-16
0.524,0.47,2,-12.686,1,0.0306,0.752,0.000174,0.123,0.663,143.764,4,Jö schau,Georg Danzer,32,202826,1976-04-28
0.73,0.463,11,-16.795,0,0.0338,0.386,0.00293,0.099,0.71,124.49,4,Glaspalast,Spliff,19,350440,1982-07-08
0.745,0.245,10,-14.858,1,0.101,0.728,0.743,0.0974,0.318,149.953,4,Under the Trees,Blvk,37,115200,2017-09-16
0.531,0.803,1,-3.284,1,0.0717,0.0796,1.71e-05,0.176,0.221,142.113,4,All Of The Lights,Kanye West,77,299613,2010-11-22
0.512,0.58,6,-11.258,0,0.0569,0.0208,0.0626,0.254,0.687,178.933,4,Love Survive,Michael Nau,49,164687,2016-11-18
0.376,0.662,11,-8.771,1,0.0404,0.809,0.00131,0.683,0.691,131.582,4,The Rain The Park And Other Things,The Cowsills,51,184240,1967-01-01
0.247,0.594,4,-9.71,0,0.0408,0.0214,0.0999,0.196,0.303,74.92,4,Firth Of Fifth - Remastered 2008,Genesis,48,574840,1973-10-12
0.788,0.368,11,-11.803,0,0.0662,0.719,6.18e-06,0.0938,0.31,89.815,4,At the Hotel (Mixed),Eunice Collins,38,218014,2020-11-06
0.561,0.596,2,-6.715,0,0.0334,0.0427,0.0,0.0445,0.551,119.887,4,Back To Black - Original Demo,Amy Winehouse,50,181493,2015-07-03
0.477,0.455,3,-9.441,1,0.0254,0.299,0.0104,0.111,0.491,96.702,4,Single For The Summer,Christian Lee Hutson,33,237098,2020-05-29
0.187,0.835,9,-8.021,1,0.106,0.000143,0.0,0.292,0.109,180.123,4,Little Death,The Beths,44,294893,2018-08-10
0.551,0.724,10,-7.09,0,0.032,0.00451,0.000167,0.116,0.559,111.243,4,Heaven Beside You,Alice In Chains,59,327893,1995-10-30
