,"Wilde, Oscar","Machiavelli, Niccolò",Plato,"Russell, Bertrand","Locke, John","Nietzsche, Friedrich Wilhelm","Wittgenstein, Ludwig","Hesse, Hermann","Engels, Friedrich","Mill, John Stuart","Kant, Immanuel","Dewey, John","Pascal, Blaise",Aristotle,Boethius,"Spinoza, Benedictus de","Descartes, René","Emerson, Ralph Waldo","Hume, David","Schopenhauer, Arthur","Durkheim, Émile","James, William","Gobineau, Arthur, comte de"
psychologist,0.0009551124514953583,0.0,0.0,0.0008660959934845551,0.0,0.010122829880371156,0.0,0.0,0.0,0.0,0.0007989045262329867,0.0,0.0019041669994785575,0.0025187798217917077,0.0010446714713228532,0.0,0.0,0.0,0.0,0.0,0.0017639030009349306,0.0021771190924714675,0.0
peirce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010885595462357337,0.0
iran,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008495177223292685
tougher,0.0,0.0,0.0,0.0,0.0,0.0,0.0008971912087757677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rolling,0.0,0.0,0.0007329556473851911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007668783815912302,0.0,0.0,0.0,0.0,0.0
shell,0.0009551124514953583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vows,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009520834997392788,0.0,0.0,0.0,0.000851606501862919,0.0,0.0,0.0,0.0,0.0,0.0
entspringt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01895169473105307,0.0,0.0,0.0
how,0.021012473932897884,0.013151518569219686,0.005130689531696338,0.0043304799674227755,0.011294454033057566,0.015644373451482698,0.013457868131636515,0.011854752825731694,0.0031480228295648026,0.0017153882580763506,0.006391236209863893,0.006454212162257317,0.006664584498174951,0.005037559643583415,0.02507211531174848,0.0018517407253416816,0.0025548195055887573,0.009202540579094762,0.0038716708302912748,0.0,0.02469464201308903,0.009797035916121603,0.006796141778634148
sat,0.003820449805981433,0.0,0.0,0.0,0.0,0.0,0.0008971912087757677,0.005471424381106936,0.0,0.0,0.0,0.0,0.0,0.0,0.00313401441396856,0.0,0.0,0.0,0.0,0.0015793078942544225,0.0,0.0,0.0
expel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008495177223292685
unexpressable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009119040635178226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imaginative,0.0,0.0009393941835156919,0.0029318225895407645,0.0034643839739382206,0.0026064124691671303,0.0036810290474076934,0.0008971912087757677,0.0009119040635178226,0.0,0.0025730823871145257,0.0007989045262329867,0.006454212162257317,0.004760417498696394,0.0016791865478611384,0.0,0.0037034814506833632,0.007664458516766272,0.003067513526364921,0.011615012490873825,0.0015793078942544225,0.0017639030009349306,0.0021771190924714675,0.004247588611646342
hide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009119040635178226,0.0,0.0,0.0,0.0,0.0,0.0,0.00313401441396856,0.0,0.0,0.0,0.0,0.0,0.0008819515004674653,0.0,0.0
ausdrücken,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003158615788508845,0.0,0.0,0.0
xvi,0.0009551124514953583,0.0009393941835156919,0.0,0.0,0.0,0.0,0.0008971912087757677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008332833264037567,0.0,0.0,0.0,0.0,0.0,0.0010885595462357337,0.0008495177223292685
proficiency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008395932739305692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
meier,0.0,0.0,0.0007329556473851911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
misfortunes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009520834997392788,0.0,0.007312700299259973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025485531669878054
länge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015793078942544225,0.0,0.0,0.0
ferments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009119040635178226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003265678638707201,0.0
könige,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015793078942544225,0.0,0.0,0.0
freest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008395932739305692,0.0,0.0,0.0,0.0,0.0009679177075728187,0.0,0.0,0.0010885595462357337,0.0
gloweth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010446714713228532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pavia,0.0,0.0009393941835156919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020893429426457064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contrived,0.0,0.0009393941835156919,0.0021988669421555735,0.0,0.0008688041563890435,0.0,0.0,0.0,0.0,0.0034307765161527013,0.0,0.0018440606177878049,0.0009520834997392788,0.0025187798217917077,0.0010446714713228532,0.0,0.005109639011177515,0.0007668783815912302,0.0038716708302912748,0.0,0.0017639030009349306,0.0,0.0
pickerel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007668783815912302,0.0,0.0,0.0,0.0,0.0
mountebank,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007870057073912006,0.0008576941290381753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subjection,0.0019102249029907166,0.009393941835156919,0.005130689531696338,0.002598287980453665,0.006081629094723305,0.0018405145237038467,0.002691573626327303,0.0009119040635178226,0.003935028536956003,0.010292329548458103,0.007989045262329866,0.006454212162257317,0.004760417498696394,0.015112678930750247,0.00313401441396856,0.0009258703626708408,0.003406426007451676,0.0,0.010647094783301005,0.0,0.010583418005609583,0.00870847636988587,0.005097106333975611
continuance,0.003820449805981433,0.004696970917578459,0.0007329556473851911,0.009527055928330107,0.0026064124691671303,0.0,0.0,0.0036476162540712903,0.0031480228295648026,0.004288470645190876,0.0023967135786989602,0.022128727413453658,0.0,0.0016791865478611384,0.0010446714713228532,0.01203631471472093,0.007664458516766272,0.0015337567631824604,0.0019358354151456374,0.0,0.007055612003739722,0.005442797731178668,0.006796141778634148
lowereth,0.0,0.0,0.0,0.0,0.0,0.0,0.0008971912087757677,0.0009119040635178226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zuletzt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015793078942544225,0.0,0.0,0.0
extract,0.0,0.0,0.0007329556473851911,0.0,0.0,0.0009202572618519233,0.0,0.0,0.0,0.0,0.0,0.0018440606177878049,0.0,0.0,0.0,0.0009258703626708408,0.000851606501862919,0.0,0.0009679177075728187,0.0,0.0,0.0,0.0
relief,0.0,0.0,0.0,0.0,0.001737608312778087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010446714713228532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
springing,0.0009551124514953583,0.0009393941835156919,0.0007329556473851911,0.0,0.0,0.0,0.004485956043878838,0.0018238081270356451,0.002361017122173602,0.0008576941290381753,0.0,0.0009220303088939024,0.0,0.0,0.0020893429426457064,0.0,0.0,0.0015337567631824604,0.0019358354151456374,0.0015793078942544225,0.0,0.0010885595462357337,0.0
yarns,0.0,0.0,0.0,0.0,0.0,0.0009202572618519233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
waninga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008819515004674653,0.0,0.0
ancients,0.0,0.0037575767340627675,0.0021988669421555735,0.0,0.0,0.004601286309259617,0.0,0.0,0.0055090399517384045,0.0,0.0015978090524659734,0.0009220303088939024,0.0,0.0025187798217917077,0.0020893429426457064,0.0,0.004258032509314595,0.0007668783815912302,0.0019358354151456374,0.0,0.0,0.0,0.011893248112609759
discontinuity,0.0009551124514953583,0.0009393941835156919,0.0,0.0,0.0,0.0,0.0,0.0009119040635178226,0.0,0.0017153882580763506,0.0,0.0,0.0019041669994785575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008819515004674653,0.0010885595462357337,0.0
reception,0.0,0.0,0.0,0.0,0.0,0.0,0.0008971912087757677,0.0,0.0,0.0008576941290381753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009679177075728187,0.0,0.0,0.0,0.0
drifts,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007668783815912302,0.0,0.0,0.0,0.0,0.0
climbing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000851606501862919,0.0,0.0,0.0,0.0,0.0,0.0
zunächst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009475847365526535,0.0,0.0,0.0
fieldsâ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009119040635178226,0.0,0.0,0.0,0.0,0.0,0.0016791865478611384,0.0020893429426457064,0.0,0.0,0.0023006351447736905,0.0,0.0,0.0008819515004674653,0.0,0.0
involved,0.0,0.0,0.0,0.0034643839739382206,0.0,0.0009202572618519233,0.0,0.0,0.0015740114147824013,0.0008576941290381753,0.006391236209863893,0.002766090926681707,0.0019041669994785575,0.005877152917513985,0.0020893429426457064,0.0203691479787585,0.000851606501862919,0.0,0.0029037531227184563,0.0,0.0,0.003265678638707201,0.0
letzte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004737923682763268,0.0,0.0,0.0
deadness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010885595462357337,0.0
critics,0.002865337354486075,0.0009393941835156919,0.0014659112947703822,0.0034643839739382206,0.0,0.004601286309259617,0.0,0.0,0.004722034244347204,0.0017153882580763506,0.015179185998426747,0.0,0.003808333998957115,0.003358373095722277,0.0,0.0,0.0,0.0015337567631824604,0.0019358354151456374,0.0,0.007055612003739722,0.005442797731178668,0.0025485531669878054
bereichs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003158615788508845,0.0,0.0,0.0
agglomerations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007870057073912006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008495177223292685
disappears,0.0009551124514953583,0.0,0.0029318225895407645,0.0,0.0,0.0009202572618519233,0.002691573626327303,0.0009119040635178226,0.008657062781303208,0.0008576941290381753,0.0007989045262329867,0.0,0.0,0.0016791865478611384,0.0,0.0009258703626708408,0.000851606501862919,0.0,0.0009679177075728187,0.0,0.0008819515004674653,0.0,0.0008495177223292685
que,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009520834997392788,0.0,0.0,0.0,0.0,0.0,0.0,0.0015793078942544225,0.0,0.0010885595462357337,0.0
justice,0.0,0.0,0.0014659112947703822,0.0,0.003475216625556174,0.0009202572618519233,0.0008971912087757677,0.0,0.0007870057073912006,0.0017153882580763506,0.0031956181049319467,0.0,0.0019041669994785575,0.006716746191444554,0.004178685885291413,0.0,0.000851606501862919,0.0007668783815912302,0.0,0.0,0.0,0.0,0.0008495177223292685
secundum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015793078942544225,0.0,0.0,0.0
invented,0.0019102249029907166,0.0,0.0021988669421555735,0.0017321919869691103,0.0008688041563890435,0.0,0.0008971912087757677,0.0,0.0015740114147824013,0.0,0.0015978090524659734,0.0009220303088939024,0.002856250499217836,0.0,0.0,0.0,0.0,0.0007668783815912302,0.0038716708302912748,0.0,0.0,0.0,0.0025485531669878054
accurate,0.0,0.0,0.0,0.0,0.0,0.0,0.0008971912087757677,0.0,0.0,0.0,0.0,0.002766090926681707,0.0019041669994785575,0.0,0.0,0.0,0.001703213003725838,0.0015337567631824604,0.01451876561359228,0.0,0.0,0.0,0.0008495177223292685
bacon,0.0,0.0,0.0007329556473851911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007989045262329867,0.0,0.0,0.0,0.0,0.0,0.0,0.0007668783815912302,0.0,0.0,0.0,0.0,0.0
legislator,0.0,0.0,0.0007329556473851911,0.0,0.005212824938334261,0.0,0.0008971912087757677,0.0,0.0007870057073912006,0.0008576941290381753,0.0015978090524659734,0.0,0.0,0.005037559643583415,0.0,0.0,0.000851606501862919,0.0,0.0,0.0,0.0,0.0,0.0
universality,0.0,0.0,0.0029318225895407645,0.0017321919869691103,0.0008688041563890435,0.0,0.0,0.0009119040635178226,0.0031480228295648026,0.0034307765161527013,0.0047934271573979205,0.0,0.002856250499217836,0.005877152917513985,0.00626802882793712,0.01018457398937925,0.0,0.013036932487050915,0.0077433416605825495,0.0,0.0044097575023373265,0.007619916823650136,0.0025485531669878054
admirably,0.0,0.0009393941835156919,0.0007329556473851911,0.0,0.0,0.0,0.0,0.0,0.0,0.0017153882580763506,0.0,0.0,0.0,0.0025187798217917077,0.0,0.0,0.000851606501862919,0.0,0.0009679177075728187,0.0,0.0,0.0,0.004247588611646342
cotemporaneous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007668783815912302,0.0,0.0,0.0,0.0,0.0
impartiality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008576941290381753,0.0023967135786989602,0.0018440606177878049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suitable,0.0,0.0,0.0007329556473851911,0.0017321919869691103,0.0,0.0,0.0,0.0009119040635178226,0.0,0.0,0.0,0.0,0.0019041669994785575,0.0,0.0,0.0,0.0,0.0,0.0009679177075728187,0.0,0.0,0.0,0.0
ramsauer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008395932739305692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brings,0.0009551124514953583,0.0009393941835156919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008576941290381753,0.0,0.0009220303088939024,0.0009520834997392788,0.0025187798217917077,0.0020893429426457064,0.0,0.0,0.0007668783815912302,0.0009679177075728187,0.0,0.0,0.0021771190924714675,0.001699035444658537
object,0.003820449805981433,0.0009393941835156919,0.0007329556473851911,0.07275206345270263,0.003475216625556174,0.006441800832963463,0.0008971912087757677,0.0009119040635178226,0.0031480228295648026,0.01972696496787803,0.04953208062644517,0.009220303088939024,0.004760417498696394,0.009235526013236262,0.0010446714713228532,0.0027776110880125223,0.019586949542847138,0.019938837921371987,0.038716708302912746,0.0,0.015875127008414376,0.021771190924714672,0.0025485531669878054
assigned,0.0,0.0018787883670313837,0.0,0.0008660959934845551,0.001737608312778087,0.0,0.0,0.0,0.0,0.0008576941290381753,0.0,0.0,0.0009520834997392788,0.0,0.0,0.0027776110880125223,0.000851606501862919,0.0,0.0019358354151456374,0.0,0.0008819515004674653,0.0,0.0
auxiliaries,0.0,0.0009393941835156919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015793078942544225,0.0,0.0,0.0
caste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018238081270356451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010885595462357337,0.0
ultorem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010446714713228532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
empirical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005592331683630907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015793078942544225,0.0052917090028047915,0.019594071832243206,0.0
pas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015793078942544225,0.0,0.0010885595462357337,0.0
dodging,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009220303088939024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sixth,0.0,0.0009393941835156919,0.0,0.0,0.0008688041563890435,0.0,0.0008971912087757677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010446714713228532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008495177223292685
basic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018440606177878049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009119040635178226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minorities,0.0,0.0009393941835156919,0.0,0.0,0.0,0.0,0.0,0.0,0.0015740114147824013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hesse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018238081270356451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
überwinder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01263446315403538,0.0,0.0,0.0
deferente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010446714713228532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gestures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036476162540712903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017639030009349306,0.0,0.0
deteriorate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009220303088939024,0.0,0.0,0.0010446714713228532,0.0,0.000851606501862919,0.0,0.0,0.0,0.0,0.0,0.0008495177223292685
enquiring,0.0,0.0,0.0007329556473851911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005037559643583415,0.0,0.0,0.0,0.0,0.026133778104466106,0.0,0.0008819515004674653,0.0,0.0
commodity,0.0,0.0,0.0,0.0,0.0008688041563890435,0.0,0.0,0.0,0.0031480228295648026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025548195055887573,0.004601270289547381,0.0,0.0,0.0,0.0,0.0
